TITLE Freedom
0010 76.95238095238095
0100 77.33333333333333
0100 77.84126984126983
0010 78.09523809523809
0100 78.33333333333333
1000 78.57142857142857
0100 79.04761904761904
0001 79.16666666666666
0001 79.4047619047619
1000 80.0
0010 80.11904761904762
0010 80.35714285714286
0100 80.71428571428571
0001 80.95238095238095
1000 81.07142857142857
1000 81.30952380952381
0100 81.66666666666667
0010 81.78571428571429
0001 81.9047619047619
1000 82.14285714285714
0100 82.38095238095238
0010 82.6190476190476
0002 82.85714285714285
0103 83.33333333333333
0020 83.57142857142857
1030 84.06349206349206
0001 84.31746031746032
0100 84.57142857142857
1030 85.2063492063492
0001 85.46031746031746
0010 85.58730158730158
0001 85.71428571428571
0010 85.95238095238095
1000 86.19047619047619
0010 86.66666666666666
0100 86.78571428571428
0100 87.02380952380952
1000 87.85714285714286
0010 88.0952380952381
0100 88.33333333333333
0001 88.57142857142857
0100 88.69047619047619
0100 88.92857142857143
0010 89.28571428571429
0100 89.40476190476191
0001 89.52380952380952
1000 89.76190476190476
0001 90.0
0010 90.23809523809523
0100 90.47619047619047
1000 90.83333333333333
0002 91.19047619047619
