TITLE blackbird
1100 29.666666666666664
0100 29.833333333333332
1000 30.0
0001 30.166666666666664
1001 30.333333333333332
1000 30.5
0010 30.666666666666664
0100 30.833333333333332
0101 30.999999999999996
0001 31.166666666666664
0010 31.333333333333332
0100 31.499999999999996
1000 31.666666666666664
0001 31.749999999999996
0100 31.833333333333332
0001 31.916666666666664
1000 32.0
0010 32.166666666666664
0110 32.333333333333336
0100 32.5
0001 32.666666666666664
1000 32.833333333333336
1100 33.0
0100 33.166666666666664
0010 33.33333333333333
0001 33.49999999999999
1001 33.666666666666664
1000 33.83333333333333
0010 33.99999999999999
0100 34.166666666666664
0101 34.33333333333333
0001 34.49999999999999
1000 34.666666666666664
0010 34.83333333333333
0110 35.0
0100 35.166666666666664
0010 35.33333333333333
1000 35.5
1001 35.666666666666664
0001 35.83333333333333
0010 36.0
0100 36.166666666666664
1100 36.333333333333336
1000 36.5
0001 36.666666666666664
0100 36.833333333333336
0101 37.0
0001 37.166666666666664
1000 37.25
0010 37.33333333333333
0100 37.49999999999999
0001 37.666666666666664
0010 37.83333333333333
0100 37.99999999999999
0010 38.166666666666664
0001 38.33333333333333
1000 38.49999999999999
0010 38.666666666666664
0100 38.83333333333333
0001 39.0
0010 39.166666666666664
0001 39.33333333333333
1000 39.416666666666664
0010 39.5
1000 39.666666666666664
0001 39.75
1000 39.83333333333333
0001 39.916666666666664
0100 40.0
0001 40.083333333333336
0100 40.166666666666664
0001 40.25
1000 40.333333333333336
0100 40.416666666666664
1000 40.5
0100 40.583333333333336
0010 40.666666666666664
0001 40.75
0010 40.833333333333336
0001 40.916666666666664
1000 41.0
0001 41.166666666666664
1000 41.33333333333333
0010 41.49999999999999
0100 41.58333333333333
0010 41.666666666666664
1000 41.83333333333333
0001 41.99999999999999
0010 42.166666666666664
0100 42.33333333333333
1000 42.416666666666664
0100 42.49999999999999
1000 42.58333333333333
0001 42.666666666666664
0100 42.83333333333333
0010 43.0
1000 43.166666666666664
0001 43.5
0010 43.666666666666664
0100 43.83333333333333
1000 44.666666666666664
0100 45.0
0010 45.33333333333333
0100 45.49999999999999
1000 45.666666666666664
0001 45.83333333333333
1000 46.166666666666664
0010 46.33333333333333
0100 46.49999999999999
0001 47.33333333333333
0010 47.666666666666664
0100 48.0
1000 48.166666666666664
0001 48.333333333333336
1000 48.5
0010 48.833333333333336
0100 49.0
0001 49.166666666666664
0010 49.99999999999999
0100 50.33333333333333
1000 50.666666666666664
0001 50.83333333333333
1000 51.0
0010 51.166666666666664
0100 51.5
0101 51.83333333333333
0001 52.666666666666664
0010 52.833333333333336
0100 53.0
1000 53.166666666666664
0001 53.33333333333333
1000 53.49999999999999
0010 53.666666666666664
0100 53.83333333333333
0001 54.166666666666664
0010 54.33333333333333
0100 54.49999999999999
1000 55.33333333333333
0001 55.666666666666664
0100 56.0
0001 56.166666666666664
0010 56.333333333333336
0100 56.5
1000 56.833333333333336
1100 57.166666666666664
0100 57.99999999999999
1000 58.166666666666664
0010 58.33333333333333
0100 58.49999999999999
0001 58.666666666666664
1000 58.83333333333333
0010 59.0
1000 59.166666666666664
0100 59.5
1000 59.666666666666664
0001 59.83333333333333
0100 60.666666666666664
0010 61.0
1000 61.33333333333333
0001 61.49999999999999
1000 61.666666666666664
0010 61.83333333333333
1000 62.166666666666664
1002 62.49999999999999
0010 63.33333333333333
0100 63.666666666666664
1003 64.0
0010 64.25
0100 64.5
0001 64.75
1000 65.0
0100 65.16666666666667
0010 65.5
0001 65.66666666666666
1000 65.91666666666666
0010 66.16666666666666
0100 66.33333333333333
0001 66.5
1000 66.66666666666666
0100 66.91666666666666
0010 67.16666666666666
0001 67.41666666666666
1000 67.66666666666666
0001 67.83333333333333
0100 68.16666666666667
0001 68.33333333333333
0010 68.58333333333333
0100 68.83333333333333
1000 69.0
0001 69.16666666666667
1000 69.33333333333333
0010 69.58333333333333
0100 69.83333333333333
0001 70.08333333333333
0010 70.33333333333333
0100 70.5
1000 70.83333333333333
0001 70.99999999999999
0100 71.24999999999999
0010 71.49999999999999
0100 71.66666666666666
0001 71.83333333333333
0010 72.0
0100 72.25
1000 72.5
0001 72.75
1000 73.0
0010 73.16666666666667
0100 73.5
0001 73.66666666666666
0010 73.91666666666666
0100 74.16666666666666
1000 74.33333333333333
0010 74.41666666666666
0100 74.5
0001 74.58333333333333
1000 74.66666666666666
0001 74.91666666666666
0100 75.16666666666666
0001 75.41666666666666
0010 75.66666666666666
0100 75.83333333333333
1000 76.16666666666667
0001 76.33333333333333
0100 76.58333333333333
0010 76.83333333333333
1000 77.0
0100 77.16666666666667
0010 77.33333333333333
0001 77.58333333333333
0100 77.83333333333333
0001 78.08333333333333
1000 78.33333333333333
0100 78.5
0010 78.83333333333333
0001 78.99999999999999
1000 79.24999999999999
0010 79.49999999999999
1000 79.66666666666666
0001 79.83333333333333
0010 80.0
0100 80.25
1000 80.5
0001 80.75
1000 81.0
0010 81.16666666666667
0100 81.5
0001 81.66666666666666
1000 81.91666666666666
0100 82.16666666666666
0010 82.33333333333333
0001 82.41666666666666
0010 82.5
0100 82.58333333333333
1000 82.66666666666666
0001 82.74999999999999
1000 82.83333333333333
0010 82.91666666666666
0100 82.99999999999999
0001 83.08333333333333
1000 83.16666666666666
0010 83.24999999999999
1000 83.33333333333333
0001 83.41666666666666
0010 83.49999999999999
0100 83.58333333333333
1000 83.66666666666666
0001 83.74999999999999
0010 83.83333333333333
0001 83.91666666666666
1000 84.0
0001 84.16666666666667
1000 84.25
0001 84.33333333333333
0100 84.5
0001 84.66666666666667
0010 84.83333333333333
0100 85.0
1000 85.08333333333333
0001 85.16666666666667
1000 85.25
0010 85.33333333333333
0010 85.5
1000 85.58333333333333
0001 85.66666666666666
1000 85.83333333333333
0100 86.0
0010 86.08333333333333
0001 86.25
1000 86.33333333333333
0001 86.5
0100 86.66666666666666
0010 86.83333333333333
1000 86.99999999999999
0001 87.16666666666666
0100 87.24999999999999
0010 87.41666666666666
1000 87.49999999999999
0100 87.66666666666666
0010 87.83333333333333
0001 88.0
1000 88.16666666666667
0001 88.25
0100 88.41666666666667
0001 88.5
0010 88.66666666666667
0100 88.75
1000 88.91666666666667
0001 89.0
0100 89.16666666666667
0010 89.33333333333333
1000 89.5
0001 89.66666666666666
0010 89.83333333333333
0100 89.91666666666666
1000 90.08333333333333
0001 90.16666666666666
0100 90.33333333333333
0010 90.5
1000 90.66666666666666
0001 90.83333333333333
0100 90.91666666666666
0001 91.08333333333333
1000 91.16666666666666
0100 91.33333333333333
0010 91.41666666666666
0001 91.58333333333333
1000 91.66666666666666
0010 91.83333333333333
0100 92.0
0001 92.16666666666667
1000 92.33333333333333
0100 92.5
0010 92.58333333333333
0100 92.75
1000 92.83333333333333
0001 93.0
0100 93.16666666666667
0010 93.33333333333333
1000 93.5
0001 93.58333333333333
1000 93.75
0100 93.83333333333333
0010 94.0
0100 94.08333333333333
1000 94.25
0001 94.33333333333333
0100 94.5
0010 94.66666666666666
1000 94.83333333333333
0001 94.99999999999999
0010 95.16666666666666
0100 95.24999999999999
0010 95.41666666666666
0001 95.49999999999999
1000 95.66666666666666
0001 95.74999999999999
0100 95.83333333333333
0001 95.91666666666666
0100 96.0
0010 96.16666666666667
1000 96.25
0001 96.41666666666667
1000 96.5
0100 96.66666666666667
0010 96.75
0001 96.91666666666667
1000 97.0
0010 97.16666666666667
0100 97.33333333333333
0001 97.5
1000 97.66666666666666
0100 97.83333333333333
0010 97.91666666666666
0001 98.08333333333333
1000 98.16666666666666
0001 98.33333333333333
0100 98.5
0001 98.66666666666666
1000 98.83333333333333
0100 98.91666666666666
0010 99.08333333333333
0100 99.16666666666666
1000 99.33333333333333
0001 99.41666666666666
0100 99.58333333333333
0001 99.66666666666666
0010 99.83333333333333
0100 100.0
0010 100.16666666666667
0001 100.33333333333333
1000 100.5
0001 100.58333333333333
0100 100.75
0010 100.83333333333333
1000 101.0
0100 101.16666666666667
0010 101.33333333333333
0100 101.5
1000 101.58333333333333
0001 101.75
0100 101.83333333333333
0010 102.0
1000 102.08333333333333
0100 102.25
0010 102.33333333333333
0001 102.5
1000 102.66666666666666
0010 102.83333333333333
0100 102.99999999999999
0001 103.16666666666666
1000 103.24999999999999
0001 103.41666666666666
0100 103.49999999999999
0001 103.66666666666666
1000 103.74999999999999
0010 103.83333333333333
0100 103.91666666666666
0001 104.0
1000 104.08333333333333
0001 104.16666666666667
0010 104.25
0100 104.33333333333333
1000 104.41666666666667
0001 104.5
0010 104.58333333333333
0001 104.66666666666667
1000 104.75
0001 104.83333333333333
0100 104.91666666666667
0010 105.0
0100 105.08333333333333
0001 105.16666666666667
1000 105.25
0001 105.33333333333333
0100 105.5
0010 105.58333333333333
1000 105.66666666666666
0001 105.83333333333333
0010 106.0
0100 106.16666666666666
1000 106.33333333333333
0001 106.41666666666666
1000 106.5
0010 106.58333333333333
0100 106.66666666666666
0001 106.83333333333333
1001 106.99999999999999
1000 107.16666666666666
0100 107.33333333333333
0010 107.49999999999999
0011 107.66666666666666
0001 107.83333333333333
0100 108.0
0010 108.16666666666667
1010 108.33333333333333
1000 108.5
0001 108.66666666666667
0010 108.83333333333333
0110 109.0
0100 109.16666666666667
1000 109.33333333333333
0001 109.5
0101 109.66666666666666
0100 109.83333333333333
0010 110.0
1000 110.16666666666666
1001 110.33333333333333
0001 110.5
0010 110.66666666666666
0100 110.83333333333333
1100 110.99999999999999
1000 111.16666666666666
0001 111.33333333333333
0100 111.49999999999999
0101 111.66666666666666
0001 111.83333333333333
1000 112.0
0100 112.16666666666667
1100 112.33333333333333
1000 112.5
0100 112.66666666666667
0010 112.83333333333333
0011 113.0
0001 113.16666666666667
1000 113.33333333333333
0001 113.5
0101 113.66666666666666
0100 113.83333333333333
0010 114.0
1000 114.16666666666666
1100 114.33333333333333
0100 114.5
0010 114.66666666666666
0001 114.83333333333333
0011 114.99999999999999
0010 115.16666666666666
0001 115.33333333333333
1000 115.49999999999999
1001 115.66666666666666
0001 115.83333333333333
0100 116.0
0010 116.16666666666667
1010 116.33333333333333
1000 116.5
0100 116.66666666666667
0010 116.83333333333333
0011 117.0
0001 117.16666666666667
1000 117.33333333333333
0010 117.5
0110 117.66666666666666
0100 117.83333333333333
0001 118.0
1000 118.16666666666666
1100 118.33333333333333
0100 118.5
0010 118.66666666666666
0001 118.83333333333333
1001 118.99999999999999
1000 119.16666666666666
0010 119.33333333333333
0100 119.49999999999999
0101 119.66666666666666
0001 119.83333333333333
1000 120.0
0010 120.16666666666667
0110 120.33333333333333
0100 120.5
0010 120.66666666666667
1000 120.83333333333333
1001 121.0
0001 121.16666666666667
0010 121.33333333333333
0100 121.5
1100 121.66666666666666
1000 121.83333333333333
0001 122.0
0100 122.16666666666666
0101 122.33333333333333
0001 122.5
1000 122.66666666666666
0010 122.83333333333333
0110 122.99999999999999
0100 123.16666666666666
0001 123.33333333333333
1000 123.49999999999999
1001 123.66666666666666
0001 123.83333333333333
0010 124.0
0100 124.16666666666667
1100 124.33333333333333
1000 124.5
0001 124.66666666666667
1000 124.83333333333333
1010 125.0
0010 125.16666666666667
0100 125.33333333333333
0001 125.5
0011 125.66666666666666
0010 125.83333333333333
0100 126.0
1000 126.16666666666666
1001 126.33333333333333
0001 126.5
0100 126.66666666666666
0010 126.83333333333333
1010 126.99999999999999
1000 127.16666666666666
0001 127.33333333333333
0010 127.49999999999999
0110 127.66666666666666
0100 127.83333333333333
1000 128.0
0001 128.16666666666666
0100 128.33333333333334
0010 128.41666666666666
0100 128.5
0001 128.66666666666666
1000 128.83333333333334
0001 129.0
0010 129.08333333333334
0100 129.16666666666666
1000 129.33333333333331
0001 129.49999999999997
1000 129.66666666666666
0010 129.74999999999997
0100 129.83333333333331
0001 129.99999999999997
1000 130.16666666666666
0100 130.33333333333331
1000 130.41666666666666
0001 130.49999999999997
1000 130.66666666666666
0100 130.83333333333331
0010 131.0
0001 131.08333333333331
0010 131.16666666666666
0001 131.33333333333331
1000 131.5
0010 131.66666666666666
1000 131.75
0010 131.83333333333331
0100 132.0
0001 132.16666666666666
1000 132.33333333333334
0100 132.41666666666666
0010 132.5
0100 132.66666666666666
1000 132.83333333333334
0001 133.0
1000 133.08333333333334
0010 133.16666666666666
0100 133.33333333333331
0001 133.49999999999997
0100 133.66666666666666
0010 133.74999999999997
1000 133.83333333333331
0001 133.99999999999997
0010 134.16666666666666
0100 134.33333333333331
1000 134.41666666666666
0001 134.49999999999997
1000 134.66666666666666
0010 134.83333333333331
1000 135.0
0010 135.08333333333331
0100 135.16666666666666
0001 135.33333333333331
1000 135.5
0100 135.66666666666666
0010 135.75
0100 135.83333333333331
1000 136.0
0001 136.16666666666666
0100 136.33333333333334
0010 136.41666666666666
1000 136.5
0001 136.66666666666666
1000 136.83333333333334
0100 137.0
0010 137.08333333333334
0001 137.16666666666666
1000 137.33333333333331
0001 137.49999999999997
0100 137.66666666666666
0010 137.74999999999997
0100 137.83333333333331
0001 137.99999999999997
1000 138.16666666666666
0100 138.33333333333331
0010 138.41666666666666
0001 138.49999999999997
1000 138.58333333333331
0001 138.66666666666666
0100 139.0
0010 139.33333333333331
1000 139.66666666666666
0100 140.0
0010 140.33333333333334
0001 140.66666666666666
1000 141.0
0001 141.16666666666666
0100 141.33333333333331
0010 141.66666666666666
1000 141.99999999999997
0100 142.33333333333331
0010 142.66666666666666
0001 143.0
1000 143.33333333333331
0010 143.58333333333331
0100 143.66666666666666
0001 143.83333333333331
1000 143.91666666666666
0001 144.0
0010 144.16666666666666
0100 144.33333333333334
1000 144.5
0001 144.66666666666666
1000 144.83333333333334
0010 145.0
0100 145.16666666666666
0001 145.33333333333331
0010 145.49999999999997
0001 145.66666666666666
1000 145.83333333333331
0100 145.99999999999997
0010 146.08333333333331
0001 146.16666666666666
1000 146.33333333333331
0010 146.41666666666666
0100 146.49999999999997
0001 146.58333333333331
1000 146.66666666666666
0100 146.75
1000 146.83333333333331
0001 146.91666666666666
0100 147.0
0001 147.08333333333331
1000 147.16666666666666
0010 147.25
1000 147.33333333333331
0001 147.41666666666666
0010 147.5
0100 147.58333333333331
1000 147.66666666666666
0001 147.75
1000 147.83333333333331
0001 147.91666666666666
1000 148.0
0010 148.16666666666666
0100 148.33333333333334
0010 148.5
1000 148.66666666666666
0001 148.83333333333334
0010 149.0
0030 149.33333333333331
