TITLE Pomegranate
0001 60.807692307692314
1000 60.92307692307693
0100 61.03846153846154
0010 61.15384615384616
0100 61.269230769230774
1000 61.38461538461539
0100 61.50000000000001
0010 61.61538461538462
0001 61.73076923076923
1000 61.84615384615385
0010 61.96153846153847
0100 62.07692307692308
0010 62.19230769230769
1000 62.307692307692314
0001 62.42307692307693
0100 62.53846153846154
0010 62.65384615384616
1000 62.769230769230774
0001 62.88461538461539
0010 63.00000000000001
0001 63.11538461538462
0010 63.23076923076923
0100 63.346153846153854
1000 63.46153846153847
0100 63.57692307692308
1000 63.69230769230769
0001 63.807692307692314
0100 63.92307692307693
0010 64.03846153846155
1000 64.15384615384616
0001 64.26923076923077
0010 64.38461538461539
0100 64.5
0010 64.61538461538461
0001 64.73076923076923
0100 64.84615384615384
0010 64.96153846153845
1000 65.07692307692308
0010 65.1923076923077
1000 65.3076923076923
0001 65.42307692307692
0010 65.53846153846153
0100 65.61538461538461
0010 65.6923076923077
0100 65.76923076923077
1000 65.84615384615384
0001 65.92307692307692
1000 66.0
0010 66.11538461538461
0100 66.23076923076923
0010 66.34615384615384
1000 66.46153846153847
0100 66.57692307692308
0010 66.6923076923077
0100 66.8076923076923
1000 66.92307692307693
0001 67.03846153846155
0010 67.15384615384616
0100 67.26923076923077
1000 67.38461538461539
0001 67.5
0100 67.61538461538463
0010 67.73076923076924
1000 67.84615384615385
0010 67.96153846153847
1000 68.07692307692308
0001 68.1923076923077
1000 68.3076923076923
0100 68.42307692307692
0010 68.53846153846153
0100 68.65384615384615
0010 68.76923076923077
0100 68.88461538461539
1000 69.0
0001 69.11538461538461
1000 69.23076923076923
0010 69.34615384615384
0100 69.46153846153847
0001 69.57692307692308
1000 69.6923076923077
0010 69.8076923076923
1000 69.92307692307692
0001 70.03846153846153
1000 70.15384615384616
0100 70.26923076923077
0010 70.38461538461539
0001 70.5
1000 70.61538461538463
0010 70.73076923076924
0100 70.84615384615385
0001 70.96153846153847
1000 71.07692307692308
0010 71.1923076923077
1000 71.30769230769232
0001 71.42307692307693
0010 71.53846153846155
0100 71.65384615384616
1000 71.76923076923077
0001 71.88461538461539
1000 72.0
0100 72.11538461538461
0010 72.23076923076923
0001 72.3076923076923
0010 72.38461538461539
0001 72.46153846153847
1000 72.53846153846153
0001 72.61538461538461
1000 72.6923076923077
0010 72.76923076923077
0100 72.84615384615384
0001 72.92307692307692
0010 73.07692307692308
0100 73.23076923076923
1000 73.38461538461539
0001 73.5
1000 73.61538461538461
0001 73.73076923076923
0200 73.84615384615385
0310 74.30769230769232
1000 74.53846153846155
1002 74.76923076923077
0013 75.23076923076924
0100 75.46153846153847
2100 75.6923076923077
3010 76.15384615384616
0100 76.38461538461539
0001 76.5
0020 76.61538461538461
0130 77.07692307692308
1000 77.3076923076923
0001 77.42307692307692
0200 77.53846153846155
0310 78.00000000000001
1000 78.23076923076924
0100 78.34615384615385
0010 78.46153846153847
0100 78.69230769230771
0001 78.92307692307693
0100 79.15384615384616
1000 79.38461538461539
0010 79.61538461538461
1000 79.84615384615385
0001 80.07692307692308
0010 80.1923076923077
0100 80.3076923076923
1000 80.42307692307692
0010 80.53846153846155
0100 80.65384615384616
0001 80.76923076923077
1000 81.0
1010 81.23076923076924
1010 81.46153846153847
0001 81.69230769230771
1000 81.92307692307693
0001 82.03846153846155
0010 82.15384615384616
0011 82.3846153846154
1000 82.61538461538463
0001 82.84615384615385
0010 82.96153846153847
0200 83.07692307692308
1000 83.3076923076923
2300 83.53846153846155
0001 83.76923076923077
3001 84.0
0100 84.11538461538461
0010 84.23076923076924
1000 84.46153846153847
0100 84.6923076923077
0010 84.8076923076923
0002 84.92307692307693
0100 85.15384615384616
0203 85.3846153846154
0010 85.61538461538463
0320 85.84615384615385
1000 86.0769230769231
2030 86.30769230769232
3001 86.53846153846155
0100 86.65384615384616
0010 86.76923076923077
0010 87.0
1000 87.11538461538461
0100 87.23076923076924
0100 87.46153846153847
1000 87.57692307692308
0001 87.6923076923077
0100 87.8076923076923
0010 87.92307692307693
1000 88.0
0010 88.07692307692308
2000 88.15384615384616
3002 88.61538461538461
0013 89.07692307692308
0100 89.42307692307692
1000 89.65384615384615
0002 89.76923076923077
0103 90.0
0010 90.11538461538461
0100 90.23076923076923
0010 90.34615384615384
1000 90.46153846153847
0001 90.6923076923077
0010 90.8076923076923
0100 90.92307692307693
0100 91.15384615384616
1000 91.26923076923077
0002 91.38461538461539
1003 91.61538461538463
0002 91.73076923076924
0103 91.96153846153847
0002 92.07692307692308
0013 92.3076923076923
0100 92.42307692307692
2000 92.53846153846153
3010 92.76923076923077
0100 92.88461538461539
0130 93.11538461538461
0001 93.23076923076923
0100 93.34615384615384
0103 93.57692307692308
0020 93.6923076923077
1030 93.92307692307692
0001 94.03846153846153
1000 94.15384615384616
0100 94.26923076923077
0010 94.38461538461539
0001 94.5
0100 94.61538461538463
0100 94.73076923076924
1000 94.84615384615385
0001 94.96153846153847
0100 95.07692307692308
0020 95.30769230769232
1030 95.76923076923077
0001 95.88461538461539
0010 96.0
0011 96.46153846153847
0002 96.92307692307692
0103 97.15384615384616
0002 97.26923076923077
1003 97.5
0010 97.61538461538461
1000 97.73076923076923
0100 97.84615384615385
0100 97.96153846153847
0001 98.07692307692308
1000 98.1923076923077
0100 98.30769230769232
1000 98.42307692307693
0020 98.53846153846155
2030 98.76923076923077
3001 99.00000000000001
2000 99.11538461538463
3001 99.34615384615385
0100 99.46153846153847
0100 99.57692307692308
1000 99.6923076923077
1000 99.92307692307692
0001 100.15384615384616
0010 100.23076923076923
0100 100.3076923076923
1000 100.38461538461539
1000 100.61538461538461
0020 100.84615384615385
0130 101.07692307692308
0001 101.1923076923077
0100 101.3076923076923
0001 101.42307692307692
2000 101.53846153846155
3100 101.76923076923077
0020 102.00000000000001
0130 102.23076923076924
1000 102.46153846153847
0010 102.57692307692308
0100 102.69230769230771
0001 102.80769230769232
2000 102.92307692307693
3100 103.15384615384616
2002 103.38461538461539
3003 107.07692307692308
