TITLE MANDARA
1000 40.833333333333336
0001 41.041666666666664
1000 41.111111111111114
0200 41.25
0320 41.52777777777778
0032 41.94444444444445
1003 42.22222222222222
1010 42.36111111111111
0001 42.638888888888886
0101 42.77777777777778
1000 43.05555555555556
1100 43.19444444444444
0001 43.47222222222222
0011 43.611111111111114
1000 43.88888888888889
3001 44.44444444444444
0100 44.58333333333333
0010 44.72222222222222
1000 44.86111111111111
0001 45.0
0010 45.138888888888886
0100 45.27777777777778
1000 45.416666666666664
0100 45.55555555555556
1000 45.69444444444444
0001 45.833333333333336
0100 45.97222222222222
0010 46.111111111111114
0100 46.25
0001 46.38888888888889
1000 46.52777777777778
0100 46.66666666666667
0010 46.80555555555556
0001 46.94444444444445
0100 47.083333333333336
0010 47.22222222222223
0100 47.361111111111114
0001 47.50000000000001
0010 47.63888888888889
0100 47.77777777777778
1000 47.916666666666664
0001 48.05555555555556
0100 48.19444444444444
0010 48.333333333333336
1000 48.47222222222222
0100 48.611111111111114
0010 48.75
0001 48.88888888888889
1000 49.02777777777778
0010 49.16666666666667
0100 49.30555555555556
0001 49.44444444444445
0010 49.583333333333336
0100 49.72222222222223
1000 49.861111111111114
0100 50.0
1000 50.138888888888886
0001 50.27777777777778
0100 50.416666666666664
0010 50.55555555555556
0100 50.69444444444444
0001 50.833333333333336
1000 50.97222222222222
0100 51.111111111111114
0010 51.25
0001 51.38888888888889
1000 51.52777777777778
0010 51.66666666666667
1000 51.80555555555556
0010 51.94444444444445
0100 52.083333333333336
0001 52.22222222222222
0010 52.36111111111111
0100 52.5
1000 52.638888888888886
0100 52.77777777777778
0010 52.916666666666664
0100 53.05555555555556
1000 53.19444444444444
0001 53.333333333333336
0100 53.47222222222222
0010 53.611111111111114
1000 53.75
0001 53.88888888888889
0010 54.02777777777778
0100 54.16666666666667
0010 54.30555555555556
0001 54.44444444444445
1000 54.583333333333336
0010 54.72222222222223
0100 54.861111111111114
0001 55.00000000000001
0010 55.13888888888889
0100 55.277777777777786
1000 55.41666666666667
0100 55.55555555555556
0010 55.69444444444444
0001 55.833333333333336
1000 55.97222222222222
0001 56.111111111111114
0100 56.25
0010 56.38888888888889
1000 56.52777777777778
0001 56.66666666666667
0100 56.80555555555556
0001 56.94444444444445
0010 57.083333333333336
0100 57.22222222222223
1000 57.361111111111114
0100 57.50000000000001
1000 57.63888888888889
0010 57.77777777777778
0100 57.916666666666664
0001 58.05555555555556
1000 58.19444444444444
0100 58.333333333333336
0010 58.47222222222222
0001 58.611111111111114
0100 58.75
0010 58.88888888888889
1000 59.02777777777778
0001 59.16666666666667
0010 59.30555555555556
0100 59.44444444444445
0010 59.583333333333336
0001 59.72222222222223
0100 59.861111111111114
0010 60.0
1000 60.138888888888886
0100 60.27777777777778
1000 60.416666666666664
0010 60.55555555555556
1000 60.69444444444444
0001 60.833333333333336
0010 60.97222222222222
0100 61.111111111111114
1000 61.25
0100 61.38888888888889
1000 61.52777777777778
0001 61.66666666666667
0100 61.80555555555556
0001 61.94444444444445
0100 62.083333333333336
0020 62.22222222222223
1030 63.055555555555564
0002 63.19444444444445
1003 63.47222222222222
1001 63.611111111111114
1003 64.44444444444444
0010 64.58333333333333
0100 64.72222222222221
0001 64.86111111111111
0010 65.0
0100 65.13888888888889
1000 65.27777777777777
0001 65.41666666666667
0100 65.48611111111111
0010 65.55555555555556
1000 65.69444444444444
0001 65.83333333333333
0010 65.97222222222223
0100 66.11111111111111
0010 66.25
0001 66.38888888888889
1000 66.52777777777779
0010 66.66666666666667
0100 66.80555555555556
0001 66.94444444444444
1000 67.08333333333334
0100 67.22222222222223
0010 67.36111111111111
0001 67.5
1000 67.6388888888889
0010 67.70833333333334
0100 67.77777777777779
0101 68.05555555555556
1001 68.33333333333334
1100 68.61111111111111
0011 68.88888888888889
0001 69.02777777777777
0010 69.16666666666666
0001 69.30555555555556
1000 69.44444444444444
0010 69.58333333333333
0100 69.72222222222221
0010 69.86111111111111
1000 69.93055555555556
0001 70.0
0010 70.13888888888889
0100 70.27777777777777
0010 70.41666666666667
0001 70.55555555555556
1000 70.69444444444444
0001 70.83333333333333
0100 70.97222222222223
0010 71.11111111111111
1000 71.25
0001 71.38888888888889
0010 71.52777777777779
0100 71.66666666666667
1000 71.80555555555556
0100 71.94444444444444
0010 72.08333333333334
0001 72.15277777777779
1000 72.22222222222223
0010 72.36111111111111
0100 72.43055555555556
0001 72.5
1000 72.6388888888889
0100 72.70833333333334
0010 72.77777777777779
0001 72.84722222222223
1000 72.91666666666667
0100 72.98611111111111
0010 73.05555555555556
0001 73.125
0010 73.19444444444446
0100 73.2638888888889
1000 73.33333333333334
1000 73.47222222222223
0001 73.61111111111111
0100 73.75000000000001
0010 73.8888888888889
1000 74.02777777777779
0001 74.16666666666667
0010 74.30555555555557
0100 74.37500000000001
1000 74.44444444444444
0001 74.58333333333333
0100 74.72222222222221
0010 74.86111111111111
0100 75.0
0001 75.13888888888889
1000 75.27777777777777
0100 75.41666666666667
0010 75.55555555555556
0001 75.69444444444444
1000 75.83333333333333
0010 75.97222222222223
0100 76.11111111111111
0001 76.25
1000 76.38888888888889
0100 76.52777777777779
0010 76.59722222222223
0001 76.66666666666667
1001 76.94444444444444
0101 77.22222222222223
0110 77.5
1010 77.77777777777779
1000 77.91666666666667
1001 78.05555555555556
0001 78.19444444444446
0100 78.33333333333334
0010 78.47222222222223
1000 78.61111111111111
0001 78.75000000000001
0010 78.81944444444446
0100 78.88888888888889
0010 79.02777777777777
0001 79.16666666666666
1000 79.30555555555556
0010 79.44444444444444
0100 79.58333333333333
0001 79.72222222222221
0010 79.86111111111111
0100 80.0
0010 80.13888888888889
0001 80.27777777777777
1000 80.41666666666667
0010 80.55555555555556
0100 80.69444444444444
0001 80.83333333333333
0010 80.97222222222223
0100 81.04166666666667
1000 81.11111111111111
0001 81.25
0100 81.38888888888889
0010 81.52777777777779
1000 81.66666666666667
0100 81.73611111111111
0010 81.80555555555556
0001 81.875
2000 81.94444444444444
3000 82.43055555555556
