TITLE Abracadabra
1000 41.90431263182564
0100 42.021490977267405
0100 42.373026013592686
0010 42.72456104991797
0001 42.9589177408015
1000 43.07609608624326
0001 43.193274431685026
0100 43.42763112256855
0100 43.77916615889384
0010 43.8963445043356
1000 44.24787954066088
0100 44.59941457698617
0010 44.716592922427935
0100 44.8337712678697
0010 45.06812795875322
1001 45.302484649636746
1200 45.7711980314038
0001 46.239911413170844
1300 46.7086247949379
1001 47.17733817670494
0001 47.411694867588466
0100 47.646051558471996
0100 47.88040824935552
0010 48.11476494023904
1000 48.349121631122564
0010 48.583478322006094
0100 48.81783501288962
0001 48.935013358331375
1000 49.05219170377314
0100 49.28654839465666
1000 49.52090508554019
0001 49.755261776423716
0100 49.98961846730724
0100 50.22397515819076
0100 50.45833184907429
0010 50.692688539957814
1000 50.92704523084134
0100 51.16140192172486
0010 51.39575861260839
0010 51.63011530349191
0100 51.74729364893367
0010 51.864471994375435
0001 52.09882868525896
1000 52.33318537614249
0001 52.450363721584246
1000 52.56754206702601
1001 52.80189875790954
0201 53.270612139676594
1000 53.73932552144364
0301 54.20803890321069
0001 54.67675228497774
0010 54.91110897586126
0001 55.14546566674479
1000 55.37982235762831
0010 55.614179048511836
0100 55.84853573939536
0001 56.08289243027889
0001 56.31724912116241
0100 56.43442746660417
0010 56.551605812045935
1000 56.78596250292946
0001 56.9617300210921
0100 57.02031919381299
0110 57.25467588469651
1000 57.723389266463556
0100 57.84056761190532
1000 57.957745957347086
0101 58.19210264823061
0100 58.694295557266734
0001 58.96213177541933
1000 59.22996799357193
1001 59.49780421172453
1000 59.76564042987713
1001 60.03347664802973
0101 60.30131286618233
1100 61.004382938832904
0010 61.47309632059995
0010 61.70745301148348
1000 62.176166393250526
0100 62.29334473869229
1000 62.41052308413405
0100 62.527701429575814
1000 62.64487977501758
0001 62.8792364659011
0100 63.113593156784624
0001 63.34794984766815
1000 63.58230653855168
0100 63.8166632294352
0010 64.05101992031872
0001 64.1681982657605
1000 64.40255495664401
0010 64.7540899929693
0100 64.98844668385283
0001 65.22280337473634
1000 65.45716006561987
0100 65.69151675650339
0010 65.92587344738692
0010 66.16023013827045
0001 66.39458682915397
0001 66.6289435200375
1000 66.86330021092103
1000 67.09765690180454
0001 67.2148352472463
1000 67.33201359268807
0100 67.56637028357159
1100 67.80072697445512
0001 68.03508366533865
0100 68.26944035622216
0100 68.50379704710569
0010 68.73815373798922
0100 68.97251042887274
0001 69.20686711975627
1000 69.44122381063978
0100 69.67558050152331
0100 69.90993719240684
0010 70.0271155378486
0100 70.14429388329036
1000 70.37865057417389
0001 70.49582891961565
1000 70.61300726505742
0100 70.73018561049918
1000 70.84736395594093
0001 70.96454230138269
1000 71.08172064682446
0100 71.31607733770798
0010 71.55043402859151
0001 71.66761237403327
1000 71.9019690649168
0001 72.25350410124209
0100 72.48786079212562
0010 72.72221748300913
0010 72.95657417389266
1000 73.07375251933442
0010 73.19093086477618
0100 73.42528755565971
1001 73.89400093742675
0100 74.12835762831028
0100 74.47989266463557
0010 74.59707101007733
1000 74.83142770096086
0001 74.94860604640262
1000 75.06578439184437
0001 75.18296273728615
0100 75.3001410827279
1000 75.67511178814155
1000 76.05008249355518
0010 76.42505319896883
0001 76.80002390438246
1000 77.17499460979612
1000 77.5265296461214
1000 77.87806468244669
0001 78.11242137333022
1000 78.22959971877198
0100 78.34677806421374
1000 78.58113475509727
0001 78.69831310053902
0100 78.81549144598078
0001 78.93266979142255
0100 79.04984813686431
0010 79.4013831731896
1000 79.51856151863136
1000 79.81150738223577
0100 80.22163159128193
1000 80.45598828216546
0001 80.57316662760722
1000 80.69034497304898
0100 80.92470166393251
0100 81.2762367002578
0010 81.39341504569956
0001 81.68636090930397
1000 81.97930677290837
0100 82.09648511835013
1000 82.33084180923366
0001 82.44802015467542
0100 82.56519850011718
1001 82.7995551910007
1000 83.11203077884541
0010 83.42450636669011
0001 83.73698195453481
1000 84.0494575423795
1000 84.3619331302242
0001 84.6744087180689
0001 85.02594375439419
0001 85.37747879071948
1000 85.61183548160301
0001 85.72901382704477
0100 85.84619217248652
0001 86.08054886337005
1000 86.19772720881181
0100 86.31490555425357
1000 86.43208389969534
0100 86.5492622451371
0010 86.90079728146239
0001 87.01797562690415
0001 87.36951066322943
1000 87.72104569955472
0010 87.95540239043825
0100 88.07258073588001
0010 88.18975908132177
1000 88.4241157722053
0100 88.77565080853059
0010 88.89282915397234
0010 89.24436419029763
0001 89.59589922662292
1000 89.71307757206468
0001 89.83025591750645
0100 90.06461260838996
1001 90.2989692992735
0021 90.76768268104054
1000 91.2363960628076
0031 91.70510944457465
1001 92.17382282634169
1000 92.40817951722522
0100 92.64253620810874
1000 92.87689289899227
0001 93.1112495898758
0010 93.34560628075931
0001 93.57996297164284
1000 93.81431966252636
0001 93.93149800796813
0100 94.04867635340989
0010 94.28303304429342
1000 94.51738973517693
0100 94.75174642606046
0010 94.986103116944
0001 95.22045980782751
1000 95.33763815326927
0001 95.45481649871104
0001 95.68917318959456
0100 95.80635153503633
0001 95.92352988047809
1000 96.15788657136162
0100 96.39224326224513
1000 96.62659995312866
0001 96.86095664401219
1000 96.97813498945395
0001 97.0953133348957
1000 97.21249168033746
0001 97.32967002577924
0100 97.56402671666275
0010 97.68120506210452
0100 97.79838340754628
0001 98.03274009842981
1000 98.26709678931333
0001 98.50145348019686
0100 98.73581017108039
0001 98.9701668619639
1000 99.20452355284743
0100 99.43888024373095
1000 99.67323693461448
0001 99.79041528005624
1000 99.90759362549801
0001 100.02477197093977
1000 100.14195031638152
0010 100.37630700726505
0100 100.49348535270681
0010 100.61066369814858
1000 100.8450203890321
0001 101.07937707991563
1000 101.19655542535739
0100 101.31373377079915
0110 101.54809046168268
0010 101.7824471525662
0001 101.89962549800796
0001 102.25116053433325
0001 102.48551722521678
1000 102.60269557065854
0100 102.7198739161003
1000 102.95423060698383
0001 103.07140895242559
0100 103.18858729786734
0110 103.42294398875087
0010 103.6573006796344
1000 103.89165737051792
0100 104.12601406140145
0010 104.36037075228498
0001 104.47754909772674
0010 104.5947274431685
0001 104.71190578861025
1000 104.82908413405202
0001 104.94626247949378
0100 105.06344082493554
0101 105.29779751581908
1000 105.53215420670261
0001 105.76651089758613
0100 106.00086758846966
0001 106.23522427935319
1000 106.4695809702367
0100 106.70393766112024
1000 106.821116006562
0100 106.93829435200375
0010 107.17265104288728
0001 107.28982938832904
0010 107.40700773377081
0001 107.52418607921257
0010 107.64136442465433
0100 107.87572111553786
1000 108.11007780642139
0001 108.22725615186314
0100 108.3444344973049
0001 108.57879118818843
1000 108.69596953363019
0001 108.81314787907195
1000 109.04750456995548
0100 109.16468291539724
0010 109.39903960628077
0001 109.75057464260605
0100 109.98493133348958
0100 110.2192880243731
0010 110.45364471525663
1000 110.68800140614015
0001 110.92235809702368
0100 111.39107147879072
2002 111.62542816967425
0010 112.0941415514413
0010 112.32849824232483
3003 112.79721162409187
