TITLE RockSTAR
08 73.09523809523809
01 73.33333333333333
04 73.45238095238095
01 73.69047619047619
02 73.80952380952381
04 74.04761904761905
08 74.16666666666667
01 74.28571428571428
08 74.4047619047619
02 74.52380952380952
04 74.64285714285714
02 74.88095238095238
08 74.99999999999999
04 75.23809523809523
02 75.35714285714285
01 75.59523809523809
08 75.71428571428571
01 75.83333333333333
04 76.07142857142857
08 76.82539682539682
04 77.46031746031746
08 78.09523809523809
01 78.33333333333333
04 78.45238095238095
01 78.69047619047619
08 78.8095238095238
04 79.04761904761904
08 79.16666666666666
01 79.4047619047619
04 79.52380952380952
02 79.76190476190476
08 79.88095238095238
02 80.0
08 80.23809523809524
04 80.35714285714286
08 80.5952380952381
02 80.71428571428571
04 80.95238095238095
02 81.07142857142857
08 81.30952380952381
04 81.42857142857143
02 81.66666666666667
01 81.78571428571429
08 81.9047619047619
01 82.14285714285714
04 82.26190476190476
01 82.5
08 82.6190476190476
01 82.85714285714285
04 82.97619047619047
01 83.21428571428571
08 83.33333333333333
04 83.57142857142857
02 83.69047619047619
01 83.80952380952381
02 84.04761904761905
01 84.16666666666667
08 84.40476190476191
01 84.52380952380952
02 84.76190476190476
01 84.88095238095238
08 85.11904761904762
02 85.23809523809524
04 85.47619047619048
01 85.5952380952381
04 86.34920634920634
08 86.98412698412697
01 87.61904761904762
08 87.85714285714286
01 87.97619047619048
04 88.21428571428572
01 88.33333333333333
08 88.57142857142857
04 88.69047619047619
08 88.92857142857143
01 89.04761904761905
02 89.28571428571429
04 89.40476190476191
02 90.15873015873015
08 90.79365079365078
01 91.42857142857142
08 91.66666666666666
09 91.9047619047619
01 92.14285714285712
04 92.26190476190474
08 92.6190476190476
09 92.85714285714285
01 93.09523809523809
04 93.21428571428571
08 93.57142857142857
09 93.80952380952381
01 94.04761904761904
02 94.16666666666666
08 94.52380952380952
09 94.76190476190476
01 95.0
02 95.11904761904762
08 95.47619047619047
09 95.71428571428571
01 95.95238095238093
04 96.07142857142856
08 96.42857142857142
09 96.66666666666666
01 96.9047619047619
04 97.02380952380952
08 97.38095238095238
08 97.61904761904762
08 97.85714285714285
08 98.09523809523809
04 98.33333333333333
02 98.57142857142857
01 98.80952380952381
08 99.04761904761904
01 99.28571428571428
09 99.52380952380952
08 99.76190476190474
02 99.88095238095237
01 100.23809523809523
09 100.47619047619047
08 100.71428571428571
02 100.83333333333333
01 101.19047619047619
09 101.42857142857143
08 101.66666666666666
04 101.78571428571428
01 102.14285714285714
09 102.38095238095238
08 102.61904761904762
04 102.73809523809524
01 103.09523809523809
09 103.33333333333333
08 103.57142857142856
02 103.69047619047618
01 104.04761904761904
09 104.28571428571428
08 104.52380952380952
02 104.64285714285714
01 105.0
09 105.23809523809524
08 105.47619047619047
02 105.59523809523809
04 105.95238095238095
06 106.19047619047619
02 106.42857142857143
