TITLE Ginback
04 27.32142857142857
02 27.428571428571427
04 27.535714285714285
01 27.642857142857142
04 27.857142857142854
01 27.96428571428571
08 28.07142857142857
02 28.178571428571427
08 28.285714285714285
02 28.392857142857142
04 28.5
02 28.607142857142854
04 28.71428571428571
01 28.928571428571427
02 29.035714285714285
01 29.142857142857142
02 29.25
04 29.357142857142858
08 29.57142857142857
01 29.678571428571427
04 29.785714285714285
02 29.892857142857142
04 30.0
01 30.107142857142858
08 30.214285714285715
01 30.32142857142857
08 30.428571428571427
02 30.642857142857142
04 30.75
01 30.857142857142854
09 32.357142857142854
02 32.57142857142857
04 32.64285714285714
02 32.714285714285715
04 32.785714285714285
01 32.89285714285714
08 33.214285714285715
04 33.32142857142857
08 33.42857142857142
02 33.535714285714285
02 33.64285714285714
01 33.75
08 33.857142857142854
04 33.964285714285715
02 34.07142857142857
01 34.17857142857142
08 34.285714285714285
09 34.5
08 34.607142857142854
12 35.785714285714285
02 36.0
02 36.107142857142854
08 36.214285714285715
01 36.32142857142857
04 36.42857142857143
02 36.535714285714285
04 36.642857142857146
01 36.75
08 36.857142857142854
02 36.964285714285715
08 37.07142857142857
04 37.17857142857143
02 37.285714285714285
03 37.5
09 37.714285714285715
02 37.82142857142857
02 37.92857142857143
01 38.035714285714285
02 38.142857142857146
02 38.25
08 38.35714285714286
01 38.464285714285715
04 38.57142857142857
04 38.67857142857143
08 38.785714285714285
04 38.892857142857146
02 39.0
04 39.10714285714286
08 39.214285714285715
01 39.32142857142857
02 39.42857142857142
02 39.53571428571428
04 39.64285714285714
01 39.74999999999999
08 39.857142857142854
01 39.96428571428571
04 40.07142857142857
02 40.17857142857142
10 40.39285714285714
04 40.49999999999999
08 40.607142857142854
01 40.71428571428571
04 40.82142857142857
01 40.92857142857142
08 41.03571428571428
02 41.14285714285714
04 41.24999999999999
04 41.357142857142854
08 41.46428571428571
04 41.57142857142857
04 41.67857142857142
01 41.785714285714285
08 41.89285714285714
01 41.99999999999999
04 42.07142857142857
01 42.14285714285714
04 42.21428571428571
02 42.32142857142857
04 42.42857142857142
01 42.535714285714285
08 42.64285714285714
02 42.71428571428571
08 42.785714285714285
02 42.857142857142854
02 42.96428571428571
01 43.07142857142857
08 43.17857142857142
02 43.285714285714285
02 43.39285714285714
01 43.5
08 43.607142857142854
01 43.71428571428571
02 43.82142857142857
04 43.92857142857142
08 44.035714285714285
04 44.14285714285714
02 44.25
04 44.357142857142854
02 44.46428571428571
01 44.57142857142857
04 44.67857142857142
04 44.785714285714285
08 44.89285714285714
04 45.0
04 45.107142857142854
02 45.214285714285715
08 45.32142857142857
02 45.42857142857142
02 45.535714285714285
01 45.64285714285714
08 45.75
04 45.857142857142854
08 45.964285714285715
01 46.07142857142857
08 46.17857142857142
04 46.285714285714285
04 46.39285714285714
01 46.5
08 46.607142857142854
01 46.714285714285715
02 46.82142857142857
04 46.92857142857143
08 47.035714285714285
09 47.25
04 47.357142857142854
02 47.464285714285715
04 47.57142857142857
01 47.67857142857143
08 47.785714285714285
04 47.89285714285714
02 48.0
04 48.107142857142854
04 48.214285714285715
01 48.32142857142857
04 48.42857142857143
04 48.535714285714285
08 48.642857142857146
01 48.75
04 48.857142857142854
01 48.92857142857143
04 49.0
01 49.07142857142857
08 49.17857142857143
02 49.285714285714285
04 49.392857142857146
01 49.5
04 49.57142857142857
01 49.642857142857146
04 49.71428571428571
04 49.82142857142856
08 49.92857142857142
02 50.03571428571428
04 50.14285714285714
04 50.24999999999999
08 50.357142857142854
01 50.46428571428571
02 50.57142857142856
06 50.78571428571428
08 50.89285714285714
01 50.99999999999999
08 51.107142857142854
04 51.21428571428571
12 51.42857142857142
10 51.74999999999999
02 51.857142857142854
01 51.96428571428571
08 52.07142857142857
01 52.17857142857142
08 52.28571428571428
04 52.39285714285714
02 52.49999999999999
01 52.607142857142854
08 52.71428571428571
10 52.92857142857142
06 53.14285714285714
06 53.46428571428571
02 53.57142857142857
01 53.67857142857142
08 53.785714285714285
02 53.89285714285714
04 53.99999999999999
01 54.107142857142854
08 54.21428571428571
04 54.32142857142857
02 54.42857142857142
01 54.535714285714285
04 54.64285714285714
01 54.74999999999999
08 54.857142857142854
04 54.96428571428571
04 55.07142857142857
01 55.17857142857142
08 55.285714285714285
02 55.39285714285714
02 55.5
01 55.607142857142854
08 55.71428571428571
04 55.82142857142857
04 55.92857142857142
02 56.035714285714285
08 56.14285714285714
09 56.357142857142854
09 56.57142857142857
10 56.785714285714285
10 57.0
04 57.107142857142854
04 57.214285714285715
01 57.32142857142857
04 57.42857142857142
02 57.535714285714285
08 57.64285714285714
01 57.75
02 57.857142857142854
04 57.964285714285715
08 58.07142857142857
04 58.285714285714285
04 58.39285714285714
01 58.5
02 58.607142857142854
04 58.714285714285715
02 58.82142857142857
02 58.92857142857143
08 59.035714285714285
02 59.14285714285714
08 59.19642857142857
02 59.25
04 59.357142857142854
01 59.464285714285715
08 59.57142857142857
04 59.67857142857143
04 59.785714285714285
01 59.89285714285714
08 60.0
12 60.214285714285715
02 60.32142857142857
01 60.42857142857143
04 60.535714285714285
04 60.642857142857146
08 60.75
01 60.857142857142854
03 61.07142857142857
04 61.17857142857143
08 61.285714285714285
04 61.392857142857146
04 61.5
01 61.607142857142854
08 61.71428571428571
04 61.76785714285714
08 61.82142857142856
01 61.92857142857142
08 62.03571428571428
01 62.14285714285714
04 62.24999999999999
04 62.357142857142854
08 62.46428571428571
04 62.57142857142856
04 62.67857142857142
02 62.78571428571428
08 62.89285714285714
01 62.99999999999999
02 63.107142857142854
02 63.21428571428571
08 63.32142857142856
02 63.42857142857142
04 63.53571428571428
01 63.64285714285714
08 63.74999999999999
02 63.857142857142854
04 63.96428571428571
01 64.07142857142857
08 64.17857142857142
01 64.28571428571428
02 64.39285714285714
01 64.5
08 64.60714285714285
01 64.71428571428571
02 64.82142857142857
02 64.92857142857142
08 65.03571428571428
02 65.14285714285714
02 65.25
01 65.35714285714285
04 65.46428571428571
02 65.57142857142857
04 65.67857142857143
04 65.78571428571428
02 65.89285714285714
01 66.0
08 66.05357142857143
01 66.10714285714285
04 66.21428571428571
02 66.32142857142857
08 66.42857142857143
02 66.53571428571428
02 66.64285714285714
01 66.75
02 66.85714285714285
02 66.96428571428571
08 67.07142857142856
02 67.17857142857142
04 67.28571428571428
01 67.39285714285714
08 67.49999999999999
02 67.60714285714285
04 67.71428571428571
04 67.82142857142856
08 67.92857142857142
01 68.03571428571428
08 68.14285714285714
04 68.24999999999999
08 68.35714285714285
01 68.57142857142857
09 68.78571428571428
02 68.89285714285714
04 69.0
02 69.10714285714286
02 69.21428571428571
01 69.32142857142857
04 69.42857142857143
01 69.48214285714286
04 69.53571428571428
02 69.64285714285714
08 69.75
04 69.85714285714286
02 69.96428571428571
02 70.07142857142857
08 70.17857142857143
01 70.28571428571428
02 70.39285714285714
01 70.49999999999999
04 70.60714285714285
01 70.71428571428571
08 70.82142857142857
02 70.92857142857142
08 71.03571428571428
04 71.14285714285714
02 71.24999999999999
01 71.35714285714285
08 71.46428571428571
01 71.57142857142857
02 71.67857142857142
02 71.78571428571428
08 71.89285714285714
04 72.0
04 72.10714285714286
01 72.21428571428571
08 72.32142857142857
01 72.42857142857143
02 72.53571428571429
02 72.64285714285714
08 72.75
02 72.85714285714286
08 72.91071428571429
02 72.96428571428571
04 73.07142857142857
02 73.17857142857143
08 73.28571428571429
01 73.39285714285714
04 73.5
01 73.60714285714286
08 73.71428571428571
10 73.92857142857142
04 74.03571428571428
01 74.14285714285714
04 74.25
04 74.35714285714285
08 74.46428571428571
01 74.57142857142857
09 74.78571428571428
02 74.89285714285714
08 75.0
04 75.10714285714285
04 75.21428571428571
01 75.32142857142857
02 75.42857142857143
01 75.48214285714286
02 75.53571428571429
04 75.64285714285714
08 75.75
02 75.85714285714286
04 75.96428571428572
04 76.07142857142857
08 76.17857142857143
02 76.28571428571429
02 76.39285714285714
01 76.5
08 76.60714285714286
01 76.71428571428572
02 76.82142857142857
04 76.92857142857143
08 77.14285714285714
02 77.25
08 77.35714285714285
01 77.46428571428571
04 77.57142857142857
02 77.67857142857143
08 77.78571428571428
01 77.89285714285714
08 78.0
02 78.10714285714285
08 78.21428571428571
01 78.32142857142857
04 78.42857142857143
05 78.64285714285714
02 78.75
04 78.85714285714285
04 78.96428571428571
01 79.07142857142856
08 79.17857142857142
02 79.28571428571428
04 79.39285714285714
04 79.49999999999999
02 79.60714285714285
01 79.71428571428571
08 79.76785714285714
01 79.82142857142856
04 79.92857142857142
02 80.03571428571428
08 80.14285714285714
02 80.24999999999999
02 80.35714285714285
01 80.46428571428571
02 80.57142857142857
03 80.78571428571428
04 80.89285714285714
02 81.0
04 81.10714285714286
04 81.21428571428571
08 81.32142857142857
04 81.42857142857143
04 81.53571428571428
01 81.64285714285714
08 81.75
01 81.85714285714286
08 81.96428571428571
04 82.07142857142857
08 82.17857142857143
02 82.28571428571428
02 82.39285714285714
01 82.49999999999999
04 82.60714285714285
02 82.71428571428571
04 82.82142857142857
04 82.92857142857142
08 83.03571428571428
02 83.14285714285714
08 83.19642857142857
02 83.24999999999999
04 83.35714285714285
01 83.46428571428571
04 83.57142857142857
02 83.67857142857142
02 83.78571428571428
01 83.89285714285714
08 84.0
04 84.10714285714286
02 84.21428571428571
01 84.32142857142857
04 84.42857142857143
02 84.53571428571429
08 84.64285714285714
04 84.75
02 84.85714285714286
01 84.96428571428571
08 85.07142857142857
01 85.17857142857143
08 85.28571428571429
02 85.39285714285714
04 85.5
01 85.60714285714286
08 85.71428571428571
02 85.82142857142857
08 85.92857142857142
01 86.03571428571428
08 86.25
02 86.35714285714285
04 86.46428571428571
04 86.67857142857142
04 86.89285714285714
02 87.10714285714285
08 87.21428571428571
01 87.32142857142857
02 87.42857142857143
04 87.53571428571429
08 87.64285714285714
01 87.75
04 87.96428571428572
02 88.07142857142857
08 88.17857142857143
08 88.39285714285714
08 88.60714285714286
01 88.82142857142857
02 88.92857142857143
04 89.03571428571429
08 89.14285714285714
01 89.25
08 89.35714285714285
02 89.46428571428571
08 89.67857142857143
01 89.78571428571428
02 89.89285714285714
02 90.10714285714285
02 90.32142857142857
01 90.53571428571428
08 90.64285714285714
02 90.75
04 90.85714285714285
01 90.96428571428571
04 91.07142857142856
01 91.17857142857142
08 91.39285714285714
01 91.49999999999999
04 91.60714285714285
04 91.82142857142856
04 92.03571428571428
02 92.24999999999999
04 92.35714285714285
02 92.46428571428571
08 92.57142857142857
01 92.67857142857143
08 92.78571428571428
02 92.89285714285714
04 93.10714285714286
01 93.21428571428571
08 93.32142857142857
08 93.53571428571428
08 93.75
04 93.96428571428571
08 94.07142857142857
01 94.17857142857143
04 94.28571428571428
02 94.39285714285714
08 94.49999999999999
01 94.60714285714285
08 94.82142857142857
01 94.92857142857142
02 95.03571428571428
02 95.24999999999999
02 95.46428571428571
01 95.67857142857142
08 95.78571428571428
02 95.89285714285714
08 96.0
01 96.10714285714286
04 96.21428571428571
02 96.32142857142857
08 96.53571428571429
01 96.64285714285714
04 96.75
04 96.96428571428571
04 97.17857142857143
02 97.39285714285714
08 97.5
01 97.60714285714286
04 97.71428571428571
01 97.82142857142857
08 97.92857142857142
04 98.03571428571428
02 98.25
04 98.35714285714285
08 98.46428571428571
08 98.67857142857142
08 98.89285714285714
01 99.10714285714285
08 99.21428571428571
02 99.32142857142857
04 99.42857142857142
01 99.64285714285712
08 99.74999999999999
01 99.85714285714285
04 100.07142857142856
02 100.17857142857142
08 100.28571428571428
01 100.49999999999999
02 100.60714285714285
04 100.71428571428571
08 100.92857142857142
02 101.03571428571428
04 101.14285714285714
02 101.35714285714285
08 101.46428571428571
01 101.57142857142857
04 101.78571428571428
02 101.89285714285714
08 102.0
01 102.21428571428571
02 102.32142857142857
01 102.42857142857143
08 102.64285714285714
02 102.75
08 102.85714285714285
01 103.07142857142856
04 103.17857142857142
01 103.28571428571428
08 103.49999999999999
02 103.60714285714285
04 103.71428571428571
02 103.92857142857142
08 104.03571428571428
01 104.14285714285714
02 104.35714285714285
04 104.46428571428571
08 104.57142857142857
04 104.78571428571428
02 104.89285714285714
01 105.0
08 105.21428571428571
01 105.32142857142857
08 105.42857142857143
02 105.64285714285714
04 105.75
01 105.85714285714286
08 106.07142857142857
02 106.17857142857143
08 106.28571428571428
02 106.49999999999999
04 106.60714285714285
01 106.71428571428571
08 106.82142857142857
01 106.92857142857142
08 107.03571428571428
04 107.14285714285714
08 107.46428571428571
01 107.57142857142857
02 107.78571428571428
01 107.89285714285714
08 108.0
01 108.21428571428571
04 108.32142857142857
02 108.42857142857143
04 108.53571428571429
01 108.64285714285714
08 108.75
02 108.85714285714286
04 109.17857142857143
01 109.28571428571429
02 109.5
04 109.60714285714286
08 109.71428571428571
01 109.92857142857142
04 110.03571428571428
02 110.14285714285714
08 110.25
01 110.35714285714285
04 110.46428571428571
02 110.57142857142857
08 110.89285714285714
04 111.0
02 111.21428571428571
04 111.32142857142857
08 111.42857142857142
01 111.64285714285712
04 111.74999999999999
02 111.85714285714285
04 111.96428571428571
01 112.07142857142856
04 112.17857142857142
02 112.28571428571428
08 112.60714285714285
04 112.71428571428571
02 112.92857142857142
01 113.03571428571428
