TITLE Middle
02 36.93548387096774
08 37.258064516129025
04 37.33870967741935
08 37.41935483870967
01 37.58064516129032
04 37.90322580645161
02 38.064516129032256
10 38.387096774193544
09 38.70967741935484
05 39.193548387096776
02 39.35483870967742
08 39.516129032258064
04 39.83870967741936
02 39.91935483870968
01 40.0
08 40.16129032258065
04 40.483870967741936
02 40.645161290322584
01 40.806451612903224
08 41.12903225806452
02 41.20967741935484
08 41.29032258064516
12 41.774193548387096
06 42.25806451612903
01 42.58064516129032
08 42.74193548387097
02 43.064516129032256
04 43.225806451612904
01 43.387096774193544
08 43.54838709677419
01 43.87096774193548
02 44.03225806451613
03 44.354838709677416
04 44.516129032258064
08 44.677419354838705
01 45.0
04 45.08064516129032
02 45.16129032258064
04 45.32258064516129
01 45.64516129032258
08 45.806451612903224
04 45.967741935483865
02 46.29032258064516
01 46.37096774193548
02 46.45161290322581
04 46.612903225806456
06 46.935483870967744
08 47.09677419354839
01 47.25806451612903
08 47.58064516129032
01 47.66129032258065
04 47.74193548387097
02 47.903225806451616
08 48.225806451612904
01 48.38709677419355
09 48.70967741935484
12 49.03225806451613
08 49.193548387096776
12 49.516129032258064
01 49.67741935483871
02 49.83870967741935
04 50.16129032258064
08 50.24193548387097
01 50.32258064516129
02 50.483870967741936
01 50.806451612903224
08 50.96774193548387
02 51.12903225806451
04 51.45161290322581
01 51.53225806451613
04 51.61290322580645
02 51.774193548387096
06 52.096774193548384
10 52.58064516129032
04 52.90322580645161
02 53.064516129032256
01 53.387096774193544
08 53.54838709677419
02 53.70967741935483
04 53.87096774193548
01 54.03225806451613
08 54.193548387096776
02 54.516129032258064
08 54.67741935483871
04 54.83870967741936
02 55.16129032258065
01 55.322580645161295
04 55.483870967741936
02 55.806451612903224
08 55.96774193548387
01 56.12903225806452
08 56.45161290322581
01 56.612903225806456
08 56.774193548387096
04 57.096774193548384
08 57.25806451612903
02 57.41935483870968
04 57.74193548387097
01 57.903225806451616
02 58.064516129032256
04 58.387096774193544
08 58.54838709677419
02 58.70967741935484
04 59.03225806451613
01 59.193548387096776
08 59.354838709677416
01 59.677419354838705
04 59.83870967741935
01 60.0
08 60.32258064516129
04 60.483870967741936
08 60.64516129032258
01 60.967741935483865
04 61.12903225806451
01 61.29032258064516
05 61.935483870967744
10 62.25806451612903
09 62.58064516129033
03 62.903225806451616
02 63.225806451612904
04 63.38709677419355
08 63.54838709677419
04 63.70967741935484
08 63.87096774193549
01 63.95161290322581
08 64.03225806451613
01 64.11290322580645
08 64.19354838709677
12 64.51612903225806
08 64.86021505376344
01 65.03225806451613
08 65.20430107526882
01 65.54838709677419
08 65.72043010752688
02 65.89247311827957
04 66.06451612903226
04 66.23655913978494
08 66.40860215053763
01 66.75268817204301
09 67.09677419354838
08 67.44086021505376
01 67.61290322580645
04 67.78494623655914
02 68.12903225806451
08 68.3010752688172
02 68.47311827956989
04 68.64516129032258
04 68.81720430107526
08 68.98924731182795
01 69.33333333333333
09 69.6774193548387
08 70.02150537634408
02 70.19354838709677
08 70.36559139784946
04 70.70967741935483
02 70.88172043010752
01 71.05376344086021
04 71.2258064516129
04 71.39784946236558
08 71.56989247311827
01 71.91397849462365
03 72.25806451612902
02 72.59105098855358
04 72.75754422476587
08 72.92403746097814
01 73.25702393340269
08 73.42351716961498
01 73.59001040582726
02 73.75650364203953
02 73.83975026014568
08 74.00624349635795
01 74.17273673257023
08 74.3392299687825
01 74.5057232049948
04 74.67221644120707
05 74.83870967741936
01 75.18279569892474
04 75.35483870967742
08 75.52688172043011
04 75.87096774193549
01 76.04301075268818
08 76.21505376344086
02 76.38709677419355
02 76.55913978494624
04 76.73118279569893
12 77.0752688172043
10 77.41935483870968
02 77.76344086021506
04 77.93548387096774
08 78.10752688172043
04 78.45161290322581
01 78.6236559139785
04 78.79569892473118
02 78.96774193548387
02 79.13978494623656
01 79.31182795698925
09 79.65591397849462
10 80.0
02 80.34408602150538
04 80.51612903225806
08 80.68817204301075
04 81.03225806451613
01 81.20430107526882
08 81.3763440860215
02 81.54838709677419
02 81.72043010752688
04 81.89247311827957
08 82.40860215053763
01 82.58064516129032
08 82.74193548387096
01 82.90322580645162
04 83.06451612903226
10 83.38709677419355
06 83.70967741935483
05 84.03225806451613
01 84.35483870967742
08 84.51612903225806
12 84.83870967741936
03 85.16129032258064
01 85.50537634408602
02 85.6774193548387
04 85.84946236559139
08 86.02150537634408
02 86.19354838709677
04 86.36559139784946
01 86.53763440860214
02 86.70967741935483
02 86.88172043010752
08 87.05376344086021
01 87.39784946236558
05 87.74193548387096
04 88.08602150537634
02 88.25806451612902
08 88.43010752688171
01 88.77419354838709
04 88.94623655913978
02 89.11827956989247
04 89.29032258064515
04 89.46236559139784
08 89.63440860215053
01 89.80645161290322
08 90.1505376344086
02 90.32258064516128
04 90.66666666666666
01 90.83870967741935
08 91.01075268817203
04 91.35483870967741
02 91.5268817204301
01 91.69892473118279
02 91.87096774193547
02 92.04301075268816
08 92.21505376344085
01 92.55913978494623
05 92.90322580645162
04 93.23621227887617
02 93.40270551508846
08 93.56919875130073
04 93.90218522372528
02 94.06867845993757
01 94.23517169614985
02 94.40166493236212
02 94.48491155046827
08 94.65140478668054
04 94.81789802289282
02 94.9843912591051
01 95.15088449531738
08 95.31737773152966
09 95.48387096774194
01 95.82795698924731
02 96.0
08 96.17204301075269
02 96.51612903225806
01 96.68817204301075
04 96.86021505376344
02 97.03225806451613
02 97.20430107526882
01 97.3763440860215
09 97.72043010752688
12 98.06451612903226
04 98.40860215053763
02 98.58064516129032
08 98.75268817204301
02 99.09677419354838
04 99.26881720430107
08 99.44086021505376
02 99.61290322580645
02 99.78494623655914
01 99.95698924731182
05 100.3010752688172
06 100.64516129032258
02 100.98924731182795
04 101.16129032258064
08 101.33333333333333
04 101.6774193548387
01 101.84946236559139
02 102.02150537634408
04 102.19354838709677
04 102.36559139784946
01 102.53763440860214
08 103.05376344086021
02 103.2258064516129
04 103.39229968782517
01 103.55879292403745
08 103.72528616024974
09 104.05827263267429
03 104.39125910509885
02 104.7242455775234
02 104.80749219562955
08 104.97398543184183
01 105.1404786680541
02 105.30697190426638
04 105.47346514047867
08 105.63995837669094
09 105.80645161290322
01 106.12903225806451
04 106.4516129032258
02 106.61290322580645
08 106.93548387096773
01 107.25806451612902
02 107.58064516129032
04 107.74193548387096
08 107.9032258064516
01 108.2258064516129
09 108.70967741935485
04 109.03225806451613
02 109.19354838709678
01 109.51612903225806
08 109.83870967741936
02 110.16129032258065
04 110.3225806451613
01 110.48387096774194
08 110.80645161290323
12 111.29032258064517
02 111.45161290322581
03 112.74193548387098
08 112.8225806451613
01 112.90322580645162
02 113.06451612903226
04 113.38709677419355
08 113.70967741935483
01 113.87096774193549
04 114.19354838709677
02 114.35483870967742
08 114.6774193548387
01 115.0
08 115.3225806451613
04 115.64516129032258
06 116.12903225806451
06 116.45161290322581
09 116.77419354838709
01 116.93548387096774
08 117.09677419354838
04 117.25806451612902
02 117.58064516129032
04 117.74193548387096
08 118.2258064516129
01 118.54838709677419
04 118.87096774193547
02 119.03225806451613
08 119.35483870967741
01 119.51612903225806
02 119.83870967741935
04 120.16129032258064
08 120.32258064516128
01 120.64516129032258
04 120.80645161290322
01 121.12903225806451
09 121.61290322580645
02 121.93548387096773
02 122.9032258064516
08 123.38709677419354
01 123.54838709677418
04 123.70967741935483
02 124.19354838709678
04 124.35483870967742
01 124.51612903225806
08 124.67741935483872
04 125.0
02 125.3225806451613
01 125.48387096774194
08 125.64516129032259
02 125.80645161290323
04 125.96774193548387
01 126.29032258064517
08 126.45161290322581
01 126.8075639599555
04 126.89655172413794
05 127.16351501668521
