TITLE TT
0300 57.01984615384615
0010 57.10638461538462
0030 57.13523076923077
0001 57.22176923076923
0003 57.25061538461539
0010 57.337153846153846
0030 57.366
0100 57.45253846153847
0300 57.48138461538462
1000 57.56792307692308
3000 57.59676923076923
0020 57.68330769230769
0030 57.79869230769231
1000 58.837153846153846
0010 59.06792307692308
0100 59.18330769230769
0001 59.41407692307693
0100 59.76023076923077
0001 59.991
1000 60.22176923076923
0010 60.45253846153847
1000 60.68330769230769
0100 60.91407692307693
0010 61.02946153846154
0100 61.26023076923077
1000 61.60638461538462
0100 61.72176923076923
2000 61.837153846153846
3000 61.89484615384616
0010 62.06792307692308
0100 62.18330769230769
0100 62.41407692307693
0001 62.52946153846154
1000 62.76023076923077
0010 62.87561538461539
0100 63.10638461538462
0001 63.45253846153847
1000 63.68330769230769
0010 63.91407692307693
1000 64.14484615384616
0100 64.60638461538461
0010 64.72176923076923
0001 64.95253846153845
0100 65.2986923076923
0010 65.52946153846153
0100 65.76023076923077
0001 65.991
1000 66.22176923076923
0001 66.45253846153847
0020 66.6833076923077
0031 66.91407692307693
1000 67.14484615384616
0010 67.26023076923077
1000 67.37561538461539
0001 67.60638461538463
0010 67.72176923076924
0100 67.83715384615385
0010 68.06792307692308
0002 68.2986923076923
1003 68.52946153846153
0100 68.64484615384615
2000 68.76023076923077
3010 68.991
0100 69.10638461538461
0001 69.22176923076923
0010 69.45253846153847
0100 69.56792307692308
1000 69.6833076923077
0001 69.91407692307692
0200 70.14484615384616
0300 70.37561538461539
0001 70.60638461538463
0100 70.83715384615385
0010 71.06792307692308
1000 71.29869230769232
0010 71.52946153846155
1000 71.991
0001 72.22176923076923
1000 72.45253846153847
0100 72.56792307692308
0010 72.6833076923077
0001 72.7986923076923
0100 72.91407692307692
0001 73.14484615384616
0010 73.26023076923077
0001 73.37561538461539
1000 73.491
1000 73.72176923076923
0100 73.83715384615385
0010 74.06792307692308
0001 74.29869230769232
0001 74.64484615384616
0200 74.99100000000001
0300 75.33715384615385
0001 75.6833076923077
0010 75.91407692307692
0001 76.14484615384616
0001 76.491
0200 76.83715384615385
0300 77.1833076923077
0010 77.76023076923077
1000 77.87561538461539
0001 77.99100000000001
0100 78.22176923076924
0010 78.45253846153847
1000 78.68330769230771
0200 78.91407692307693
0300 79.02946153846155
1000 79.37561538461539
0100 79.60638461538461
0020 79.83715384615385
0030 79.95253846153847
0001 80.2986923076923
0100 80.52946153846155
0020 80.76023076923077
0030 80.87561538461539
0100 81.22176923076924
0010 81.45253846153847
1000 81.68330769230771
1000 82.02946153846155
0200 82.3756153846154
0300 82.72176923076924
1000 83.06792307692308
0010 83.2986923076923
1000 83.52946153846155
1000 83.87561538461539
0200 84.22176923076924
0300 84.56792307692308
1000 85.3756153846154
0100 85.60638461538463
0010 85.83715384615385
0001 86.0679230769231
0100 86.29869230769232
0001 86.76023076923077
1000 87.22176923076924
0001 87.33715384615385
0001 87.56792307692308
1000 87.6833076923077
0001 87.91407692307693
1000 88.02946153846155
0100 88.14484615384616
0010 88.26023076923077
0001 88.37561538461539
1000 88.491
0010 88.60638461538461
0100 88.72176923076923
0010 88.83715384615384
1000 88.95253846153845
0200 89.06792307692308
0300 89.1833076923077
0020 89.41407692307692
0030 89.52946153846153
0200 89.64484615384615
0300 89.76023076923077
1000 89.991
0001 90.22176923076923
0100 90.45253846153847
0001 90.6833076923077
0020 90.91407692307693
0030 91.26023076923077
0200 91.37561538461539
0300 91.95253846153847
1000 92.06792307692308
0001 92.2986923076923
1000 92.52946153846153
0100 92.76023076923077
0010 92.991
0100 93.10638461538461
1000 93.45253846153847
0010 93.6833076923077
0100 93.91407692307692
0001 94.14484615384616
0010 94.37561538461539
0200 94.60638461538463
0300 95.06792307692308
2000 95.29869230769232
3000 95.41407692307693
0002 95.52946153846155
0003 95.87561538461539
1000 95.991
0010 96.22176923076923
2000 96.45253846153847
3000 96.56792307692308
0010 96.91407692307692
0100 97.14484615384616
0002 97.37561538461539
0003 97.72176923076923
0010 97.83715384615385
0100 98.29869230769232
1000 98.52946153846155
0010 98.76023076923077
0100 98.99100000000001
0002 99.22176923076924
0003 99.56792307692308
0100 99.6833076923077
0010 100.14484615384616
0100 100.37561538461539
0001 100.60638461538461
1000 100.83715384615385
0200 101.06792307692308
0300 101.2986923076923
1000 101.52946153846155
0100 101.76023076923077
0010 101.99100000000001
0100 102.22176923076924
1000 102.45253846153847
0010 102.68330769230771
0100 102.91407692307693
0001 103.02946153846155
1000 103.14484615384616
0100 103.26023076923077
1000 103.37561538461539
0001 103.491
1000 103.60638461538461
0100 103.72176923076923
0010 103.83715384615385
0001 103.95253846153847
0100 104.06792307692308
0010 104.1833076923077
1000 104.2986923076923
0010 104.41407692307692
0100 104.52946153846155
0001 104.64484615384616
1000 104.76023076923077
0001 104.87561538461539
1000 104.991
0010 105.10638461538461
1000 105.22176923076924
0100 105.33715384615385
1000 105.56792307692308
0010 105.91407692307693
1000 106.14484615384616
0001 106.3756153846154
0100 106.60638461538463
0001 106.83715384615385
0010 107.06792307692308
0100 107.1833076923077
0010 107.41407692307692
0001 107.76023076923077
0010 107.87561538461539
0002 107.991
0003 108.0486923076923
1000 108.22176923076924
0010 108.33715384615385
0010 108.56792307692308
1000 108.6833076923077
0001 108.91407692307693
0100 109.02946153846155
0010 109.26023076923077
1000 109.60638461538463
0001 109.83715384615385
0100 110.0679230769231
0001 110.29869230769232
0010 110.76023076923077
0100 110.87561538461539
1000 111.10638461538461
0010 111.45253846153847
0100 111.6833076923077
0010 111.91407692307693
1000 112.14484615384616
0001 112.37561538461539
1000 112.60638461538463
0200 112.83715384615385
0300 113.29869230769232
1000 113.76023076923079
0100 113.8756153846154
0010 113.99100000000001
0100 114.22176923076924
2100 114.45253846153847
3002 114.91407692307693
0003 115.14484615384616
0100 115.60638461538463
0010 115.72176923076924
1000 115.83715384615385
0001 116.06792307692308
0201 116.29869230769232
0300 116.52946153846155
0001 116.76023076923079
0100 116.99100000000001
0010 117.22176923076924
1000 117.45253846153848
0010 117.68330769230771
1000 118.14484615384616
0001 118.26023076923077
1000 118.37561538461539
0001 118.491
1000 118.60638461538463
0100 118.72176923076924
0010 118.83715384615385
0100 118.95253846153847
1000 119.06792307692308
0010 119.1833076923077
0100 119.29869230769232
0001 119.41407692307693
1000 119.52946153846155
0001 119.64484615384616
0001 119.87561538461539
1000 119.991
0010 120.22176923076923
1000 120.45253846153847
1000 120.7986923076923
0020 121.14484615384616
0030 121.491
1000 121.83715384615385
0100 122.06792307692308
1000 122.29869230769232
1000 122.64484615384616
0020 122.99100000000001
0030 123.33715384615385
0100 123.91407692307692
0001 124.02946153846153
1000 124.14484615384616
0010 124.37561538461539
0100 124.60638461538461
0001 124.83715384615385
0020 125.06792307692308
0030 125.1833076923077
0001 125.52946153846155
0010 125.76023076923077
0200 125.99100000000001
0300 126.10638461538463
1000 126.45253846153847
0010 126.68330769230771
0200 126.91407692307693
0300 127.02946153846155
0010 127.37561538461539
0100 127.60638461538461
0001 127.83715384615385
0001 128.18330769230772
0020 128.52946153846156
0030 128.8756153846154
0001 129.22176923076924
0100 129.45253846153847
0001 129.6833076923077
0001 130.02946153846156
0020 130.3756153846154
0030 130.72176923076924
0001 131.52946153846156
0010 131.7602307692308
0100 131.99100000000004
1000 132.22176923076927
0010 132.4525384615385
1000 132.91407692307695
0001 133.3756153846154
1000 133.491
1000 133.72176923076927
0001 133.83715384615388
1000 134.0679230769231
0100 134.18330769230772
0010 134.29869230769233
0001 134.41407692307695
1000 134.52946153846156
0001 134.64484615384617
0200 134.7602307692308
0300 134.8756153846154
