TITLE Highscore
1000 35.18181818181818
0001 35.31818181818181
1000 35.45454545454545
0100 35.72727272727273
0001 35.86363636363636
0100 36.13636363636363
1000 36.272727272727266
0100 36.54545454545454
0001 36.68181818181818
0100 36.95454545454545
0010 37.090909090909086
0001 37.36363636363636
1000 37.49999999999999
0001 37.63636363636363
0010 37.90909090909091
1000 38.04545454545454
0010 38.31818181818181
0001 38.45454545454545
0010 38.72727272727272
1000 38.86363636363636
0010 39.13636363636363
0100 39.272727272727266
1000 39.54545454545454
0010 39.68181818181817
1000 39.81818181818181
0100 40.090909090909086
0001 40.22727272727272
0100 40.49999999999999
0010 40.636363636363626
0100 40.9090909090909
0001 41.04545454545454
0100 41.31818181818181
2000 41.45454545454545
3002 42.0
0203 42.54545454545455
0001 42.81818181818181
0320 43.090909090909086
1000 43.36363636363636
0030 43.5
1001 43.63636363636363
1000 43.90909090909091
0001 44.04545454545454
0100 44.18181818181818
0010 44.45454545454545
0001 44.590909090909086
0010 44.86363636363636
1000 45.0
0100 45.272727272727266
0010 45.40909090909091
0100 45.68181818181818
1000 45.81818181818181
0001 46.090909090909086
0100 46.22727272727272
0010 46.36363636363636
0100 46.63636363636363
1000 46.772727272727266
0100 47.04545454545454
0001 47.18181818181817
0010 47.454545454545446
1000 47.590909090909086
0010 47.72727272727272
0001 47.86363636363636
1000 48.0
1000 48.54545454545455
0100 48.81818181818182
0001 48.95454545454545
0100 49.22727272727273
1000 49.36363636363636
0001 49.63636363636363
0100 49.77272727272727
0010 49.90909090909091
1000 50.04545454545455
0002 50.18181818181818
0023 50.72727272727273
0130 51.0
1000 51.13636363636363
0001 51.27272727272727
0100 51.54545454545455
0010 51.81818181818181
1000 52.090909090909086
0012 52.36363636363636
0003 52.772727272727266
2100 52.90909090909091
3000 53.31818181818181
2010 53.45454545454545
3001 53.72727272727272
0021 53.99999999999999
0030 54.40909090909091
2001 54.54545454545454
3100 54.81818181818181
0012 55.090909090909086
1003 55.36363636363636
0201 55.63636363636363
0310 55.90909090909091
2100 56.18181818181817
3000 56.590909090909086
0012 56.72727272727272
0003 57.136363636363626
0201 57.272727272727266
0300 57.68181818181817
2010 57.81818181818181
3001 58.09090909090908
0021 58.36363636363635
0030 58.772727272727266
1002 58.90909090909091
0013 59.18181818181818
2100 59.45454545454545
3001 59.72727272727273
1020 60.0
0130 60.272727272727266
1002 60.54545454545454
0003 60.95454545454545
1200 61.090909090909086
0300 61.49999999999999
0021 61.63636363636363
0030 62.04545454545454
2001 62.18181818181818
3010 62.45454545454545
0210 62.72727272727272
0300 63.13636363636363
0102 63.272727272727266
0013 63.54545454545454
2100 63.81818181818181
3010 64.09090909090908
1002 64.36363636363636
0103 64.63636363636363
2010 64.9090909090909
3000 65.31818181818181
0012 65.45454545454545
0003 65.86363636363636
2010 66.0
3000 66.4090909090909
0102 66.54545454545455
1003 66.81818181818181
2100 67.0909090909091
3000 67.5
0021 67.63636363636363
0130 67.90909090909089
2100 68.18181818181817
3010 68.45454545454544
0210 68.72727272727272
0301 68.99999999999999
1000 69.27272727272727
0100 69.34090909090908
0010 69.40909090909089
0001 69.47727272727272
1000 69.54545454545453
0100 69.61363636363636
0010 69.68181818181817
0001 69.74999999999999
1000 69.81818181818181
0010 69.95454545454545
0010 70.09090909090908
0001 70.22727272727272
0010 70.36363636363636
0010 70.5
1000 70.63636363636363
0100 70.77272727272727
0100 70.9090909090909
0001 71.04545454545455
0100 71.18181818181817
0100 71.31818181818181
2000 71.45454545454545
3010 71.72727272727272
0100 71.86363636363636
0001 72.0
0010 72.13636363636364
0100 72.27272727272727
1000 72.4090909090909
0002 72.54545454545455
0103 72.81818181818181
0010 72.95454545454545
2000 73.0909090909091
3001 73.36363636363636
0010 73.5
0100 73.63636363636364
1000 73.77272727272727
0100 73.9090909090909
0010 73.97727272727273
0001 74.04545454545455
1000 74.11363636363636
0001 74.18181818181817
0100 74.31818181818181
0100 74.45454545454544
1000 74.59090909090908
0100 74.72727272727272
0100 74.86363636363636
0002 74.99999999999999
1003 75.27272727272727
0010 75.4090909090909
0010 75.54545454545453
0001 75.68181818181817
0010 75.81818181818181
0010 75.95454545454544
2000 76.09090909090908
3001 76.36363636363636
0100 76.5
0010 76.63636363636363
1000 76.77272727272727
0100 76.9090909090909
0010 77.04545454545455
0100 77.18181818181817
1000 77.31818181818181
0002 77.45454545454545
1003 77.72727272727272
0010 77.79545454545455
1000 77.86363636363636
0010 77.93181818181817
0200 78.0
0302 78.27272727272727
1003 78.54545454545453
0010 79.09090909090908
1000 79.22727272727272
0001 79.36363636363635
0010 79.49999999999999
0100 79.63636363636363
2000 80.18181818181817
3002 80.72727272727272
1003 81.27272727272727
0100 81.4090909090909
0010 81.54545454545453
0001 81.68181818181817
0200 81.81818181818181
0320 82.36363636363636
2030 82.9090909090909
3001 83.45454545454545
0010 83.5909090909091
0100 83.72727272727272
1000 83.86363636363636
0002 84.0
0203 84.54545454545455
0320 85.09090909090908
0030 85.49999999999999
0020 85.63636363636363
0030 86.04545454545453
0020 86.18181818181817
0030 86.59090909090908
0020 86.72727272727272
0030 87.13636363636363
0010 87.27272727272727
1000 87.4090909090909
0010 87.54545454545453
0100 87.68181818181817
0010 87.81818181818181
0100 87.95454545454545
0010 88.09090909090908
1000 88.22727272727272
0001 88.36363636363636
0010 88.5
0100 88.63636363636363
1000 88.77272727272727
0100 88.9090909090909
0010 89.04545454545453
0001 89.18181818181817
1000 89.31818181818181
0002 89.45454545454545
0103 90.0
0010 90.13636363636364
1000 90.27272727272727
0001 90.4090909090909
0100 90.54545454545455
0100 90.68181818181819
0100 90.81818181818181
0100 90.95454545454545
0100 91.0909090909091
0100 91.22727272727272
0100 91.36363636363636
0100 91.5
2000 91.63636363636363
3100 92.18181818181817
0010 92.31818181818181
0001 92.45454545454544
1000 92.59090909090908
0100 92.72727272727272
0100 92.86363636363636
0100 92.99999999999999
0100 93.13636363636363
0100 93.27272727272727
0100 93.40909090909089
0100 93.54545454545453
0100 93.68181818181817
0002 93.81818181818181
1003 94.9090909090909
0100 95.18181818181817
1000 95.45454545454545
0010 95.72727272727272
0020 96.0
0031 97.0909090909091
0100 97.36363636363636
0001 97.63636363636364
0010 97.9090909090909
0020 98.18181818181817
1030 98.72727272727272
0001 98.86363636363636
1000 98.99999999999999
0100 99.13636363636363
0010 99.27272727272727
0010 99.4090909090909
0010 99.54545454545453
0010 99.68181818181817
0010 99.81818181818181
0010 99.95454545454544
0010 100.09090909090908
0010 100.22727272727272
2000 100.36363636363636
3010 100.9090909090909
0100 101.04545454545455
0001 101.18181818181817
1000 101.31818181818181
0010 101.45454545454545
0010 101.5909090909091
0010 101.72727272727272
0010 101.86363636363636
0010 102.0
0010 102.13636363636363
0010 102.27272727272727
0010 102.4090909090909
0002 102.54545454545453
1003 103.09090909090908
0010 103.22727272727272
1000 103.36363636363635
0100 103.49999999999999
0010 103.63636363636363
0010 103.77272727272727
0010 103.90909090909089
0010 104.04545454545453
0010 104.18181818181817
0010 104.3181818181818
0010 104.45454545454544
0010 104.59090909090908
0200 104.72727272727272
0310 105.27272727272727
1000 105.4090909090909
0001 105.54545454545453
1000 105.68181818181817
0100 105.81818181818181
1010 106.9090909090909
2000 107.18181818181817
3001 107.45454545454545
0010 107.72727272727272
0100 107.86363636363636
1000 108.13636363636364
0100 108.27272727272727
0010 108.4090909090909
1000 108.54545454545455
0010 108.68181818181817
0100 108.81818181818181
1000 108.95454545454545
0020 109.09090909090908
1030 109.36363636363635
0001 109.49999999999999
1000 109.63636363636363
0001 109.77272727272727
0010 109.90909090909089
0100 110.04545454545453
1000 110.18181818181817
0001 110.31818181818181
0100 110.45454545454544
0010 110.59090909090908
2000 110.72727272727272
3002 110.99999999999999
0203 111.27272727272727
0320 111.54545454545453
1030 111.81818181818181
0001 112.09090909090908
0010 112.22727272727272
0001 112.5
0100 112.63636363636363
0010 112.77272727272727
0001 112.9090909090909
0010 113.04545454545453
0100 113.18181818181817
0001 113.31818181818181
2000 113.45454545454544
3100 113.7272727272727
0010 113.86363636363635
0100 113.99999999999999
1000 114.13636363636363
0001 114.27272727272725
0100 114.40909090909089
0020 114.54545454545453
1030 114.8181818181818
0001 114.95454545454544
0010 115.09090909090908
0100 115.2272727272727
2000 115.36363636363635
3020 115.63636363636363
0230 115.90909090909089
0310 116.18181818181817
1000 116.31818181818181
0010 116.45454545454544
0100 116.59090909090908
0010 116.86363636363636
1000 116.99999999999999
0100 117.13636363636363
1000 117.40909090909089
0010 117.54545454545453
1000 117.68181818181817
0200 117.81818181818181
1300 118.09090909090908
0010 118.22727272727272
1000 118.36363636363636
0010 118.5
1000 118.63636363636363
0100 118.77272727272727
0010 118.9090909090909
0100 119.04545454545455
1000 119.18181818181817
0010 119.31818181818181
2000 119.45454545454545
3020 119.72727272727272
0230 119.99999999999999
0013 120.54545454545453
0100 120.72727272727272
0001 120.90909090909089
0100 121.27272727272725
0100 121.45454545454544
0001 121.8181818181818
0100 121.99999999999999
0020 122.18181818181817
0010 122.54545454545453
0001 122.72727272727272
0100 122.9090909090909
0010 123.09090909090908
0200 123.27272727272727
0001 123.63636363636363
0010 123.81818181818181
0100 123.99999999999999
0001 124.18181818181817
1000 124.36363636363636
0010 124.63636363636363
1010 124.9090909090909
1000 125.18181818181817
0001 125.45454545454545
0010 125.72727272727272
0011 126.0
0001 126.27272727272727
1000 126.54545454545453
0100 126.8181818181818
1100 127.09090909090908
1000 127.36363636363635
0001 127.63636363636363
0100 127.90909090909089
0101 128.18181818181816
0001 128.45454545454544
1000 128.72727272727272
0010 129.0
1010 129.27272727272725
1000 129.54545454545453
0001 129.8181818181818
0100 130.0909090909091
0101 130.36363636363635
0001 130.63636363636363
0010 130.9090909090909
0100 131.1818181818182
0110 131.45454545454544
0010 131.72727272727272
0001 132.0
1000 132.27272727272728
1001 132.54545454545453
0100 132.8181818181818
0010 132.95454545454544
