TITLE Marigold
0100 46.026315789473685
0010 46.10526315789473
1000 46.26315789473684
0001 46.3421052631579
0010 46.421052631578945
0100 46.578947368421055
1000 46.6578947368421
0001 46.73684210526316
0100 46.89473684210526
0010 46.973684210526315
1000 47.05263157894737
0001 47.21052631578947
1000 47.28947368421053
0100 47.368421052631575
1000 47.526315789473685
1000 47.68421052631579
0001 47.76315789473684
0100 47.8421052631579
0001 48.0
1000 48.1578947368421
0100 48.23684210526316
1000 48.31578947368421
0001 48.473684210526315
0100 48.55263157894737
0001 48.63157894736842
0010 48.78947368421053
0100 48.94736842105263
1000 49.10526315789474
0001 49.18421052631579
0100 49.26315789473684
0010 49.421052631578945
1000 49.5
0100 49.578947368421055
1000 49.73684210526316
0001 49.81578947368421
0010 49.89473684210526
0100 50.05263157894737
1000 50.131578947368425
0100 50.21052631578947
0010 50.36842105263158
0001 50.526315789473685
0100 50.68421052631579
0010 50.76315789473684
1000 50.8421052631579
0010 51.0
1000 51.078947368421055
0001 51.1578947368421
0010 51.31578947368421
0100 51.39473684210527
1000 51.473684210526315
0010 51.631578947368425
1000 51.71052631578947
0100 51.78947368421052
1000 51.868421052631575
0001 51.94736842105262
0010 52.18421052631578
0100 52.42105263157894
1000 52.6578947368421
0001 52.73684210526315
1000 52.815789473684205
0001 52.89473684210526
2000 53.05263157894736
3200 53.99999999999999
0320 54.315789473684205
0032 54.78947368421052
0003 55.263157894736835
0200 55.57894736842105
0302 56.52631578947368
2003 56.84210526315789
3020 57.315789473684205
0030 57.78947368421052
2000 58.10526315789473
3002 58.73684210526315
0203 59.368421052631575
0320 59.84210526315789
2030 60.1578947368421
3001 60.63157894736842
0100 60.71052631578947
0001 60.78947368421052
0010 60.94736842105263
0010 61.10526315789473
0001 61.263157894736835
0001 61.421052631578945
1000 61.57894736842105
1000 61.73684210526316
0100 61.89473684210526
0100 62.05263157894736
0010 62.21052631578947
0010 62.368421052631575
0100 62.52631578947368
0100 62.68421052631579
1000 62.76315789473684
0001 62.84210526315789
0100 63.0
0010 63.1578947368421
1000 63.315789473684205
0001 63.39473684210526
0100 63.473684210526315
0010 63.63157894736842
1000 63.71052631578947
0010 63.78947368421052
1000 63.94736842105263
0100 64.10526315789474
0010 64.26315789473684
0001 64.34210526315789
1000 64.42105263157895
0100 64.57894736842105
1000 64.65789473684211
0010 64.73684210526315
0100 64.89473684210526
0001 64.97368421052632
1000 65.05263157894737
0100 65.21052631578947
0010 65.28947368421052
0100 65.36842105263158
1000 65.52631578947368
0010 65.68421052631578
1000 65.84210526315789
0001 65.92105263157895
0100 65.99999999999999
0001 66.1578947368421
0100 66.23684210526315
0010 66.3157894736842
1000 66.4736842105263
0001 66.55263157894736
0010 66.63157894736841
0100 66.78947368421052
1000 66.86842105263158
0001 66.94736842105263
0100 67.10526315789474
0010 67.1842105263158
1000 67.26315789473684
0001 67.42105263157895
0100 67.5
0001 67.57894736842105
1000 67.73684210526315
1000 67.89473684210526
0100 68.05263157894737
0010 68.13157894736842
0001 68.21052631578947
1000 68.36842105263158
0010 68.44736842105263
1000 68.52631578947367
0001 68.68421052631578
1000 68.76315789473684
0100 68.84210526315789
0010 68.99999999999999
0100 69.1578947368421
1000 69.3157894736842
0001 69.39473684210526
0010 69.47368421052632
0001 69.63157894736842
1000 69.71052631578948
0100 69.78947368421052
0010 69.94736842105263
0001 70.02631578947368
1000 70.10526315789474
0010 70.26315789473684
1000 70.34210526315789
0010 70.42105263157895
0100 70.57894736842105
0001 70.73684210526315
1000 70.89473684210526
0100 70.97368421052632
0010 71.05263157894736
0001 71.21052631578947
1000 71.28947368421052
0010 71.36842105263158
0100 71.52631578947367
0010 71.60526315789473
1000 71.68421052631578
0100 71.84210526315789
1000 71.92105263157895
0001 72.0
0010 72.15789473684211
0100 72.23684210526316
1000 72.3157894736842
0001 72.47368421052632
0010 72.63157894736842
0001 72.71052631578948
1000 72.78947368421052
0010 72.94736842105263
1000 73.02631578947368
0001 73.10526315789474
0100 73.1842105263158
0010 73.26315789473684
1000 73.42105263157895
0100 73.57894736842104
0020 73.73684210526315
0030 73.89473684210526
1000 74.05263157894736
0100 74.21052631578947
0020 74.36842105263158
0030 74.52631578947368
1000 74.6842105263158
0100 74.84210526315789
0020 75.0
0030 75.15789473684211
1000 75.3157894736842
0100 75.47368421052632
0020 75.63157894736842
0030 75.78947368421052
1000 75.94736842105263
0001 76.10526315789473
0200 76.26315789473684
0300 76.42105263157895
1000 76.57894736842104
0001 76.73684210526315
0200 76.89473684210526
0300 77.05263157894737
1000 77.21052631578948
0001 77.36842105263158
0200 77.52631578947368
0300 77.6842105263158
1000 77.84210526315789
0001 78.0
0200 78.15789473684211
0300 78.3157894736842
1000 78.47368421052632
0010 78.63157894736841
0200 78.78947368421052
0300 78.94736842105263
1000 79.10526315789473
0010 79.26315789473684
0200 79.42105263157895
0300 79.57894736842105
1000 79.73684210526316
0010 79.89473684210526
0200 80.05263157894737
0300 80.21052631578948
1000 80.36842105263158
0010 80.52631578947368
0200 80.6842105263158
0300 80.84210526315789
1000 81.0
0001 81.1578947368421
0020 81.3157894736842
0030 81.47368421052632
1000 81.63157894736841
0001 81.78947368421052
0020 81.94736842105263
0030 82.10526315789473
0020 82.26315789473684
0030 82.42105263157893
0020 82.57894736842104
0030 82.73684210526315
0020 82.89473684210525
0031 83.05263157894736
1000 83.13157894736841
0001 83.21052631578947
1000 83.36842105263158
0001 83.52631578947368
0010 83.68421052631578
0200 83.84210526315789
0300 84.0
0001 84.1578947368421
0010 84.3157894736842
0200 84.47368421052632
0300 84.63157894736841
0001 84.78947368421052
0010 84.94736842105262
0200 85.10526315789473
0300 85.26315789473684
0001 85.42105263157893
0010 85.57894736842104
0200 85.73684210526315
0300 85.89473684210526
0001 86.05263157894737
1000 86.21052631578947
0020 86.36842105263158
0030 86.52631578947368
0001 86.68421052631578
1000 86.84210526315789
0020 87.0
0030 87.1578947368421
0020 87.3157894736842
0030 87.4736842105263
0020 87.63157894736841
0030 87.76973684210526
0020 87.78947368421052
0030 87.92763157894736
0020 87.94736842105262
0030 88.10526315789473
0020 88.26315789473684
1030 88.42105263157895
0001 88.57894736842105
0100 88.73684210526315
0010 88.89473684210526
1000 88.97368421052632
0001 89.05263157894737
1000 89.21052631578947
0100 89.36842105263158
0010 89.52631578947368
0001 89.68421052631578
1000 89.84210526315789
0010 89.99999999999999
0100 90.1578947368421
0001 90.23684210526315
0100 90.3157894736842
0010 90.39473684210526
1000 90.4736842105263
0001 90.55263157894736
0010 90.63157894736841
0100 90.71052631578947
1000 90.78947368421052
0001 90.94736842105263
1000 91.10526315789474
0010 91.26315789473684
0100 91.42105263157895
0001 91.5
0100 91.57894736842105
0001 91.73684210526315
1000 91.89473684210526
0100 92.05263157894737
0010 92.21052631578947
0001 92.36842105263158
1000 92.52631578947367
0010 92.68421052631578
0100 92.76315789473684
0010 92.84210526315789
0100 92.92105263157895
0001 92.99999999999999
0100 93.07894736842104
0010 93.1578947368421
0100 93.23684210526315
0001 93.3157894736842
1000 93.47368421052632
0100 93.63157894736842
0010 93.78947368421052
0100 93.94736842105263
1000 94.02631578947368
0001 94.10526315789474
0100 94.26315789473684
0010 94.42105263157895
1000 94.57894736842105
0100 94.73684210526315
0010 94.89473684210526
0001 95.05263157894736
1000 95.21052631578947
0010 95.28947368421052
1000 95.36842105263158
0001 95.44736842105263
0010 95.52631578947367
0001 95.60526315789473
1000 95.68421052631578
0010 95.76315789473684
0100 95.84210526315789
0001 96.0
0010 96.15789473684211
0100 96.3157894736842
0010 96.47368421052632
0001 96.55263157894737
0010 96.63157894736842
0001 96.78947368421052
1000 96.94736842105263
0010 97.10526315789474
0100 97.26315789473684
0001 97.42105263157895
1000 97.57894736842104
0001 97.73684210526315
0100 97.8157894736842
0010 97.89473684210526
0100 97.97368421052632
0001 98.05263157894736
1000 98.13157894736841
0001 98.21052631578947
0010 98.28947368421052
0100 98.36842105263158
1000 98.52631578947368
0001 98.84210526315789
0100 99.0
0010 99.15789473684211
1000 99.47368421052632
0100 99.63157894736842
0010 99.78947368421052
0001 100.10526315789473
1000 100.26315789473684
0010 100.42105263157895
2000 100.73684210526315
3001 101.05263157894737
0010 101.36842105263158
0100 101.52631578947368
1000 101.60526315789474
0100 101.6842105263158
0010 102.0
0001 102.3157894736842
1000 102.47368421052632
0010 102.63157894736841
0100 102.78947368421052
0010 102.94736842105263
1000 103.02631578947368
0001 103.10526315789473
0010 103.18421052631578
0100 103.26315789473684
1000 103.34210526315789
0001 103.42105263157895
2000 104.05263157894736
0001 105.47368421052632
0020 105.78947368421052
3030 106.10526315789473
