TITLE Dadadadadadadadadada
0010 76.39325641025641
0010 76.52146153846155
0100 76.90607692307694
0100 77.1624871794872
0100 77.41889743589745
0100 77.67530769230771
0100 77.93171794871796
0100 78.18812820512822
0100 78.44453846153847
0100 78.59838461538463
0100 78.75223076923078
0010 78.90607692307694
0001 79.05992307692308
1000 79.21376923076924
0001 79.36761538461539
1000 79.52146153846155
0001 79.983
0100 80.11120512820513
0001 80.23941025641027
1000 80.36761538461539
0100 80.49582051282052
1000 80.62402564102564
0010 80.75223076923078
0010 80.8804358974359
0010 81.00864102564103
0010 81.13684615384616
0100 81.26505128205129
1000 81.39325641025641
0001 81.52146153846155
0100 81.64966666666668
0001 81.77787179487181
1000 81.90607692307694
0010 82.03428205128206
1000 82.16248717948719
0100 82.29069230769232
0100 82.41889743589745
0100 82.54710256410257
0100 82.67530769230771
0010 82.80351282051284
1000 82.93171794871796
0100 83.05992307692308
0100 83.18812820512821
0100 83.31633333333335
1000 83.44453846153847
0001 83.5727435897436
1000 83.70094871794872
0010 83.82915384615386
0010 83.95735897435898
0010 84.0855641025641
1000 84.21376923076924
0001 84.34197435897437
0010 84.4701794871795
0100 84.59838461538462
0100 84.76932478632479
0100 84.94026495726496
0001 85.11120512820513
1001 85.62402564102564
1000 86.13684615384616
0010 86.29069230769232
1000 86.44453846153847
0010 86.59838461538463
0001 87.05992307692308
0001 87.21376923076924
1000 87.6753076923077
0100 87.80351282051282
0010 87.93171794871796
0100 88.05992307692308
1000 88.18812820512821
0001 88.25223076923078
1000 88.31633333333333
0020 88.44453846153847
0100 88.82915384615386
1030 89.21376923076924
0001 89.30992307692308
1000 89.50223076923078
0001 89.59838461538463
0010 89.79069230769232
0001 89.98300000000002
1000 90.07915384615386
0001 90.27146153846155
1000 90.3676153846154
0010 90.55992307692308
0100 90.75223076923078
0001 90.84838461538462
0100 91.04069230769231
0001 91.13684615384616
1000 91.32915384615386
0100 91.52146153846155
0010 91.71376923076924
0010 91.90607692307694
0001 92.09838461538462
1000 92.19453846153847
0010 92.29069230769231
0100 92.38684615384615
0010 92.57915384615384
0100 92.6753076923077
0001 92.86761538461539
0010 93.05992307692308
0100 93.15607692307692
0010 93.34838461538462
0100 93.44453846153847
1000 93.63684615384615
0001 93.82915384615386
0100 93.9253076923077
0001 94.11761538461539
0100 94.21376923076924
0010 94.40607692307694
1000 94.59838461538463
0001 94.79069230769232
0010 94.88684615384616
0001 94.98300000000002
1000 95.1753076923077
0001 95.36761538461539
0010 95.46376923076923
0001 95.65607692307692
0010 95.75223076923078
0100 95.94453846153847
0010 96.13684615384616
0001 96.233
0010 96.4253076923077
0001 96.52146153846155
1000 96.71376923076923
0010 96.90607692307694
0100 97.00223076923078
0010 97.19453846153847
0100 97.29069230769232
0001 97.48300000000002
1000 97.67530769230771
0100 97.8676153846154
0100 98.0599230769231
0010 98.25223076923078
0001 98.34838461538463
2000 98.44453846153847
0010 98.54069230769231
0010 98.733
3001 99.02146153846155
0020 99.21376923076924
0001 99.50223076923078
0130 99.79069230769231
1000 99.983
0001 100.1753076923077
0100 100.27146153846154
0010 100.36761538461539
1000 100.55992307692308
0100 100.75223076923078
0010 100.94453846153847
1001 101.13684615384616
