TITLE Ashtray
1000 112.60799999999999
1100 112.80799999999999
0100 113.008
0010 113.208
0001 113.408
0100 113.608
0010 113.67466666666667
0100 113.74133333333334
0010 113.808
1000 113.908
0001 114.208
1000 114.408
0001 114.47466666666666
1000 114.54133333333334
0001 114.608
0010 114.708
0100 115.00800000000001
1100 115.208
1000 115.408
0001 115.608
1000 115.80799999999999
1010 116.008
0010 116.208
0100 116.408
0001 116.608
1000 116.908
0010 117.20800000000001
0100 117.408
0101 117.608
0001 117.808
1000 118.00800000000001
0100 118.20800000000001
0110 118.408
0010 118.608
0002 118.808
0003 119.008
1001 119.208
1000 119.408
0100 119.608
0010 119.808
0001 120.008
0010 120.07466666666666
0001 120.14133333333334
0010 120.208
0100 120.30799999999999
1000 120.60799999999999
1100 120.80799999999999
0100 121.008
0010 121.208
0001 121.408
1001 121.608
1000 121.808
0010 122.00800000000001
0101 122.208
0001 122.408
1000 122.608
1100 122.808
0002 123.00800000000001
0013 123.408
0100 123.608
1000 123.80799999999999
1001 124.008
0001 124.208
0100 124.408
0010 124.608
1010 124.808
1000 125.00800000000001
0010 125.20800000000001
0100 125.408
0101 125.608
0001 125.808
1000 126.00800000000001
0001 126.20800000000001
1000 126.408
0100 126.47466666666666
1000 126.54133333333334
0100 126.608
0010 126.708
0001 126.808
0010 126.908
0100 127.008
1000 127.07466666666667
0100 127.14133333333334
1000 127.208
0001 127.308
1000 127.408
0001 127.508
0010 127.608
0100 127.808
2000 128.008
3000 131.20800000000003
