TITLE Magnet
0001 104.22333333333333
0100 104.50111111111111
0001 104.77888888888889
1000 105.05666666666667
0010 105.33444444444444
0100 105.47333333333333
0002 105.75111111111111
0003 106.16777777777777
2002 106.30666666666667
0003 106.72333333333334
3010 106.86222222222223
0100 107.00111111111111
0100 107.2788888888889
0010 107.41777777777779
0100 107.55666666666667
0001 107.69555555555556
1000 108.11222222222223
0001 108.25111111111111
0100 108.39
0010 108.5288888888889
1000 108.66777777777779
0010 108.80666666666667
0100 108.94555555555557
0010 109.36222222222223
1000 109.43166666666667
0010 109.50111111111113
1000 109.57055555555557
0001 109.91777777777779
1000 110.05666666666667
0010 110.19555555555557
0100 110.33444444444446
0010 110.47333333333334
0100 110.61222222222223
0001 110.75111111111111
1000 110.89
0010 111.02888888888889
0100 111.16777777777779
0001 111.30666666666667
1000 111.44555555555556
0100 111.515
0010 111.58444444444444
0001 111.65388888888889
0100 111.72333333333334
0010 111.86222222222223
1000 112.00111111111111
0100 112.14
0010 112.27888888888889
0100 112.41777777777779
1000 112.69555555555556
0100 112.765
0010 112.83444444444444
0001 112.90388888888889
1000 112.97333333333334
0001 113.80666666666667
0010 113.94555555555557
0100 114.08444444444446
1000 114.36222222222223
0010 114.50111111111111
0100 114.64000000000001
0001 114.91777777777779
0010 115.05666666666667
0100 115.33444444444444
1000 115.61222222222223
0100 115.75111111111111
1100 116.16777777777779
0101 116.58444444444444
1000 116.86222222222223
0100 117.00111111111111
0010 117.14
0001 117.27888888888889
1000 117.69555555555556
0100 117.83444444444446
0010 117.97333333333334
0001 118.11222222222223
