TITLE Harvest
0100 75.88895918783979
0020 76.02660543413752
0030 76.301897926733
1100 76.43954417303074
0110 76.85248291192396
0100 76.99012915822169
0010 77.12777540451943
1000 77.26542165081717
0001 77.40306789711491
0100 77.54071414341264
0010 77.67836038971038
1000 77.95365288230586
0001 78.0912991286036
0100 78.22894537490133
0010 78.36659162119906
1000 78.50423786749681
0100 78.64188411379455
0010 78.77953036009228
0001 78.91717660639003
1000 79.05482285268776
0010 79.1924690989855
0100 79.33011534528323
0001 79.46776159158098
0100 79.60540783787872
0001 79.74305408417645
0100 79.88070033047418
0001 80.01834657677192
0100 80.15599282306965
0001 80.43128531566512
1000 80.56893156196287
0100 80.7065778082606
1000 80.84422405455834
0010 80.91304717770721
1000 80.98187030085607
0001 81.25716279345156
0100 81.39480903974929
0010 81.53245528604702
0100 81.67010153234476
0001 81.80774777864251
1000 82.08304027123798
0100 82.22068651753573
1000 82.35833276383346
0010 82.4959790101312
0200 82.63362525642893
0301 83.04656399532215
0010 83.45950273421535
0001 83.73479522681082
1000 83.87244147310857
0010 84.0100877194063
0100 84.14773396570403
0010 84.21655708885291
0100 84.28538021200177
0001 84.56067270459725
1000 84.69831895089499
0010 84.83596519719272
0100 84.97361144349046
0010 85.1112576897882
1000 85.24890393608594
0010 85.38655018238367
1000 85.52419642868142
0010 85.66184267497916
1000 85.79948892127689
0110 85.93713516757462
0100 86.07478141387237
0010 86.2124276601701
1000 86.35007390646784
0100 86.48772015276558
0010 86.62536639906331
0100 86.76301264536106
0010 87.03830513795653
0001 87.17595138425428
0100 87.31359763055201
0010 87.45124387684974
1000 87.52006699999862
0100 87.58889012314748
0010 87.86418261574296
0100 88.0018288620407
0010 88.13947510833843
0001 88.27712135463617
0010 88.4147676009339
0100 88.69006009352937
1000 88.82770633982712
0001 88.96535258612485
0010 89.10299883242259
0021 89.24064507872032
0001 89.5159375713158
0001 89.79123006391127
0031 90.06652255650675
0001 90.34181504910222
0100 90.47946129539997
0010 90.6171075416977
0100 90.75475378799544
0001 90.89240003429317
0001 91.16769252688866
0100 91.30533877318639
0010 91.44298501948413
0100 91.58063126578186
0001 91.71827751207961
0001 91.99357000467508
0100 92.26886249727056
0001 92.4065087435683
0010 92.54415498986603
0100 92.81944748246151
1000 93.09473997505698
0010 93.23238622135472
0100 93.37003246765245
0001 93.64532496024792
1000 93.78297120654567
0010 93.85179432969453
1000 93.9206174528434
0010 94.05826369914114
0100 94.19590994543887
0010 94.26473306858774
0100 94.60884868433209
0001 95.0217874232253
1000 95.29707991582077
0001 95.43472616211852
0010 95.50354928526738
0001 95.57237240841626
0100 95.71001865471399
0010 95.84766490101173
1000 95.9164880241606
0010 95.98531114730947
0100 96.12295739360721
0001 96.26060363990494
0010 96.67354237879816
0100 96.94883487139363
1000 97.08648111769138
0100 97.15530424084024
0010 97.22412736398911
0100 97.36177361028685
1000 97.49941985658458
0010 97.56824297973345
0100 97.9123585954778
0001 98.325297334371
0010 98.60058982696647
0001 98.66941295011534
0100 98.73823607326422
0010 98.87588231956195
0100 99.01352856585969
0001 99.15117481215742
0010 99.28882105845517
0100 99.4264673047529
1000 99.56411355105064
0001 99.70175979734837
1000 99.83940604364611
0010 99.97705228994386
1000 100.25234478253932
0100 100.38999102883707
1000 100.45881415198593
0010 100.52763727513481
0100 100.66528352143254
0001 100.80292976773028
0100 100.87175289087915
0010 101.2158685066235
0100 101.62880724551671
0001 101.90409973811218
1000 102.04174598440993
0100 102.11056910755879
0010 102.17939223070766
0100 102.3170384770054
1000 102.45468472330313
0001 102.523507846452
0100 102.72997721589861
0010 102.86762346219635
0210 103.28056220108955
0010 103.55585469368502
0310 103.8311471862805
0120 104.10643967887597
0100 104.38173217147146
0130 104.65702466406692
0011 104.9323171566624
1001 105.20760964925788
1010 105.48290214185336
0101 105.75819463444883
0011 106.03348712704431
0110 106.30877961963978
2200 106.58407211223526
0300 107.27230334372395
3000 107.8228883289149
