TITLE Debut
1000 43.71542857142857
0001 43.92971428571428
0020 44.14399999999999
0030 44.35828571428571
0100 44.46542857142857
1000 44.57257142857142
0001 44.78685714285714
0020 45.00114285714285
0130 45.21542857142857
1000 45.32257142857142
0100 45.42971428571428
1000 45.644
0020 45.85828571428571
0030 46.07257142857142
0010 46.17971428571428
0100 46.28685714285714
0001 46.50114285714285
2000 46.71542857142857
3001 46.92971428571428
0010 47.03685714285714
0001 47.144
0100 47.358285714285714
0020 47.57257142857142
0030 47.78685714285714
1000 47.894
0001 48.00114285714285
0010 48.21542857142857
0200 48.42971428571428
1300 48.644
0010 48.75114285714285
1000 48.858285714285714
0001 49.07257142857143
0020 49.28685714285714
0030 49.50114285714285
0100 49.608285714285714
1000 49.71542857142857
0001 49.92971428571428
0200 50.144
0310 50.358285714285714
1000 50.46542857142857
0001 50.57257142857143
0100 50.786857142857144
0200 51.00114285714285
0310 51.21542857142857
1000 51.32257142857143
0001 51.42971428571428
0010 51.644
0200 51.85828571428571
1300 52.07257142857142
0001 52.179714285714276
0010 52.28685714285714
0100 52.50114285714285
0200 52.71542857142856
1300 52.929714285714276
0001 53.03685714285714
0010 53.14399999999999
0100 53.35828571428571
2000 53.57257142857142
3001 53.78685714285714
1000 53.89399999999999
0010 54.00114285714285
0100 54.21542857142857
0002 54.429714285714276
1003 54.64399999999999
0001 54.75114285714285
0010 54.85828571428571
0100 55.07257142857142
2000 55.28685714285714
3001 55.50114285714285
0100 55.60828571428571
0010 55.71542857142857
1000 55.92971428571428
0002 56.14399999999999
1003 56.35828571428571
0100 56.46542857142857
2000 56.57257142857142
3001 56.78685714285714
0100 56.89399999999999
0010 57.00114285714285
0130 57.42971428571428
0001 57.53685714285714
1000 57.644
0200 57.85828571428571
0300 58.07257142857142
1000 58.17971428571428
0100 58.28685714285714
0010 58.394
0001 58.50114285714285
1000 58.60828571428571
0010 58.71542857142857
1030 59.144
0001 59.25114285714285
0100 59.358285714285714
0010 59.57257142857142
1000 59.67971428571428
0010 59.894
0100 60.00114285714285
0001 60.108285714285714
0100 60.21542857142857
0001 60.32257142857142
0010 60.42971428571428
0130 60.858285714285714
1000 60.96542857142857
0001 61.07257142857143
0200 61.28685714285714
0300 61.50114285714285
0001 61.608285714285714
0100 61.71542857142857
0010 61.82257142857143
1000 61.92971428571428
0001 62.03685714285714
0010 62.144
0031 62.57257142857143
1000 62.67971428571428
0100 62.786857142857144
1000 62.894
0010 63.00114285714285
0130 63.42971428571428
0001 63.85828571428571
1000 64.07257142857142
0001 64.28685714285714
0100 64.50114285714285
0010 64.71542857142856
1000 64.82257142857142
0010 64.92971428571428
1000 65.03685714285714
0001 65.14399999999999
0010 65.35828571428571
0100 65.46542857142856
1000 65.57257142857142
0001 65.78685714285714
1000 66.00114285714285
0100 66.21542857142857
0010 66.42971428571428
0001 66.53685714285714
1000 66.644
0001 66.75114285714285
1000 66.85828571428571
0010 67.07257142857142
0100 67.17971428571428
0001 67.28685714285714
0001 67.50114285714285
1000 67.71542857142857
0001 67.92971428571428
0100 68.144
0010 68.25114285714285
0100 68.35828571428571
0010 68.46542857142857
1000 68.57257142857144
0001 68.78685714285714
0010 68.894
0100 69.00114285714285
1000 69.10828571428571
1000 69.32257142857142
0001 69.42971428571428
0100 69.75114285714285
0010 69.96542857142856
1000 70.17971428571428
0001 70.28685714285714
0010 70.50114285714285
0200 70.71542857142857
0310 71.35828571428571
0100 71.46542857142857
0010 71.57257142857144
0001 71.78685714285714
1000 72.00114285714287
0010 72.10828571428571
0100 72.32257142857144
0100 72.64399999999999
0001 72.85828571428571
0001 73.07257142857142
0010 73.28685714285714
0100 73.50114285714285
0100 73.71542857142857
1000 73.82257142857142
0001 74.03685714285714
0001 74.35828571428571
1000 74.57257142857144
0010 74.6797142857143
1000 74.894
0001 75.00114285714287
0010 75.21542857142857
0001 75.22435714285714
0010 75.4297142857143
0100 75.644
1000 75.75114285714287
0001 75.85828571428571
0100 75.96542857142857
0010 76.07257142857142
0100 76.17971428571428
0001 76.28685714285714
1000 76.50114285714285
0010 76.71542857142857
0100 76.92971428571428
0002 77.144
0003 77.57257142857144
1000 77.6797142857143
0010 77.78685714285714
0100 77.894
0001 78.00114285714287
1000 78.10828571428573
0001 78.21542857142857
0010 78.32257142857144
0100 78.4297142857143
1000 78.53685714285714
0001 78.644
0010 78.75114285714287
0001 78.85828571428573
2000 78.96542857142857
0010 79.07257142857144
3000 79.28685714285714
0001 79.394
0010 79.50114285714285
0100 79.60828571428571
1000 79.71542857142857
0010 79.82257142857144
0100 79.92971428571428
0010 80.03685714285714
1000 80.144
0001 80.25114285714285
0010 80.35828571428571
0100 80.46542857142857
1000 80.57257142857144
0002 80.67971428571428
1000 80.78685714285714
0023 81.00114285714285
0100 81.42971428571428
1000 81.85828571428571
0100 82.28685714285714
0032 82.71542857142857
0023 82.92971428571428
2030 83.144
3002 83.35828571428571
0203 83.57257142857144
2300 83.78685714285714
3020 84.00114285714287
0230 84.42971428571428
0301 84.64399999999999
0010 84.75114285714285
0001 84.85828571428571
1000 85.07257142857142
0020 85.28685714285714
0030 85.50114285714285
0100 85.60828571428571
0001 85.71542857142857
1000 85.92971428571428
0200 86.144
0310 86.35828571428571
0001 86.46542857142857
0010 86.57257142857144
0001 86.78685714285714
2000 87.00114285714287
3000 87.21542857142857
1000 87.32257142857144
0001 87.4297142857143
0100 87.644
0020 87.85828571428571
1030 88.07257142857142
0100 88.17971428571428
1000 88.28685714285714
0001 88.50114285714285
0020 88.71542857142857
0030 88.92971428571428
0001 89.03685714285714
1000 89.144
0200 89.35828571428571
0010 89.57257142857144
1300 89.78685714285714
0001 89.894
1000 90.00114285714287
0020 90.21542857142857
0100 90.4297142857143
1030 90.644
0010 90.75114285714287
1000 90.85828571428573
0001 90.96542857142857
0100 91.07257142857144
0001 91.1797142857143
0020 91.28685714285714
0130 91.50114285714285
1000 91.60828571428571
0100 91.71542857142857
0010 91.92971428571428
0002 92.144
0003 92.35828571428571
1000 92.46542857142857
0001 92.57257142857144
0100 92.78685714285714
0020 93.00114285714285
0130 93.21542857142856
0001 93.32257142857142
0100 93.42971428571428
0010 93.64399999999999
2000 93.85828571428571
3000 94.07257142857142
1000 94.17971428571428
0001 94.28685714285714
1000 94.50114285714285
0200 94.71542857142857
0310 94.92971428571428
0001 95.03685714285714
0010 95.144
0100 95.35828571428571
2000 95.57257142857144
3000 95.78685714285714
0001 95.894
0100 96.00114285714287
0010 96.21542857142857
1010 96.42971428571428
1000 96.64399999999999
0100 96.85828571428571
0010 97.07257142857142
0002 97.28685714285714
2003 97.42971428571428
3200 97.57257142857142
2300 97.71542857142857
3002 97.85828571428571
0203 98.00114285714285
0320 98.144
1030 98.35828571428571
0100 98.46542857142857
1000 98.57257142857144
0001 98.78685714285714
0020 99.00114285714287
0030 99.21542857142857
0001 99.32257142857144
1000 99.4297142857143
0100 99.644
0020 99.85828571428571
0031 100.07257142857142
0100 100.17971428571428
0001 100.28685714285714
1000 100.50114285714285
0020 100.71542857142857
0030 100.92971428571428
0010 101.03685714285714
0100 101.144
0001 101.35828571428571
2000 101.57257142857142
3100 101.78685714285713
0010 101.89399999999999
0100 102.00114285714285
1000 102.21542857142856
0020 102.42971428571428
0030 102.64399999999999
1000 102.75114285714285
0001 102.85828571428571
0020 103.07257142857142
0001 103.28685714285714
0130 103.50114285714285
0010 103.60828571428571
0100 103.71542857142857
2000 103.92971428571428
0010 104.144
3001 104.35828571428571
0100 104.46542857142857
0001 104.57257142857144
1000 104.78685714285714
0200 105.00114285714285
0310 105.21542857142856
0001 105.32257142857142
1000 105.42971428571428
0100 105.64399999999999
0200 105.85828571428571
0310 106.07257142857142
0001 106.17971428571428
1000 106.28685714285714
0010 106.50114285714285
0200 106.71542857142857
0301 106.92971428571428
1000 107.03685714285714
0010 107.144
0100 107.35828571428571
0200 107.57257142857144
0301 107.78685714285714
1000 107.894
0010 108.00114285714287
0100 108.21542857142857
0002 108.42971428571428
1003 108.64399999999999
0001 108.75114285714285
0010 108.85828571428571
0100 109.07257142857142
2000 109.28685714285714
3001 109.50114285714285
1000 109.60828571428571
0010 109.71542857142857
0100 109.92971428571428
0101 110.144
0001 110.35828571428571
1000 110.57257142857144
0010 110.78685714285714
1010 111.00114285714287
1000 111.21542857142857
0100 111.4297142857143
0010 111.644
0012 111.85828571428571
0003 112.67971428571428
2001 112.71542857142857
3000 113.53685714285714
1020 113.57257142857142
0030 114.39399999999999
0210 114.42971428571428
0300 114.82257142857142
0102 114.85828571428571
0003 115.25114285714285
2001 115.28685714285714
3000 115.50114285714285
0100 115.60828571428571
0010 115.71542857142857
0001 115.92971428571428
1002 116.144
0003 116.35828571428571
0100 116.46542857142857
0010 116.57257142857144
1000 116.78685714285714
2001 117.00114285714285
3000 117.21542857142856
0100 117.32257142857142
0010 117.42971428571428
0001 117.64399999999999
1000 117.85828571428571
0001 117.96542857142856
0010 118.07257142857142
0001 118.17971428571428
1000 118.28685714285714
0010 118.50114285714285
0100 118.60828571428571
