TITLE Oblivion
0001 45.239765957446814
1000 45.346148936170216
0001 45.55891489361703
0200 45.771680851063834
0302 45.98444680851064
0023 46.303595744680855
0230 46.62274468085106
2300 46.835510638297876
3020 47.154659574468084
0230 47.4738085106383
0302 47.686574468085105
0023 48.00572340425532
0230 48.32487234042553
2300 48.53763829787234
3002 48.75040425531915
2003 48.96317021276596
3020 49.175936170212765
1030 49.38870212765958
0001 49.60146808510638
1000 49.814234042553196
0010 49.9206170212766
1000 50.133382978723404
0001 50.346148936170216
1000 50.45253191489362
0100 50.66529787234043
0010 50.87806382978724
0100 51.09082978723404
1000 51.30359574468085
0001 51.51636170212766
0100 51.62274468085106
0001 51.83551063829787
0100 52.04827659574468
0010 52.154659574468084
1000 52.3674255319149
0200 52.5801914893617
2300 52.792957446808515
3020 53.11210638297873
0230 53.43125531914894
0302 53.64402127659575
0023 53.96317021276596
0230 54.282319148936175
2300 54.49508510638298
3020 54.814234042553196
0230 55.133382978723404
0302 55.346148936170216
2003 55.55891489361702
3002 55.771680851063834
0023 55.98444680851064
0130 56.197212765957445
1000 56.40997872340425
0001 56.62274468085106
1000 56.729127659574466
0010 56.94189361702127
1000 57.154659574468084
0001 57.26104255319149
1000 57.4738085106383
0010 57.686574468085105
1000 57.89934042553192
0100 58.11210638297872
1000 58.324872340425536
0100 58.43125531914894
0010 58.644021276595744
0001 58.85678723404256
1000 58.96317021276596
0001 59.17593617021277
1000 59.38870212765958
0010 59.60146808510638
1000 59.9206170212766
0010 60.23976595744681
0100 60.45253191489362
0001 60.77168085106383
0100 61.09082978723404
0001 61.303595744680855
1000 61.51636170212766
0010 61.72912765957447
0100 61.835510638297876
0001 62.04827659574468
0100 62.261042553191494
0010 62.3674255319149
1000 62.58019148936171
0100 62.792957446808515
0010 63.00572340425532
0001 63.218489361702126
1000 63.43125531914894
0010 63.53763829787234
0100 63.75040425531915
0001 63.96317021276596
1000 64.06955319148936
0001 64.28231914893617
1000 64.49508510638297
0010 64.70785106382979
0100 64.9206170212766
0001 65.1333829787234
0100 65.23976595744682
0010 65.45253191489363
0100 65.66529787234043
0001 65.77168085106383
1000 65.98444680851064
0100 66.19721276595745
0010 66.40997872340425
0001 66.62274468085106
1000 66.83551063829786
0001 66.94189361702128
0100 67.15465957446808
0001 67.36742553191489
1000 67.47380851063829
0001 67.5801914893617
0100 67.6865744680851
0001 67.7929574468085
1000 67.8993404255319
0001 68.00572340425532
1000 68.11210638297872
0100 68.43125531914893
0010 68.75040425531915
0001 68.96317021276596
0010 69.28231914893617
0100 69.60146808510638
1000 69.8142340425532
1100 70.2397659574468
0100 70.66529787234043
0110 71.09082978723404
0010 71.51636170212767
0011 71.94189361702128
0001 72.2610425531915
0010 72.3674255319149
0001 72.4738085106383
1001 72.79295744680851
1000 73.00572340425532
1000 73.21848936170213
0110 73.64402127659574
0100 74.06955319148936
1001 74.49508510638297
0001 74.9206170212766
0101 75.34614893617021
0100 75.77168085106383
0100 76.09082978723404
0001 76.19721276595745
1000 76.40997872340425
1000 76.62274468085107
0110 77.04827659574468
0001 77.4738085106383
0101 77.89934042553192
0010 78.32487234042553
1001 78.75040425531914
0001 79.06955319148936
0010 79.17593617021276
0100 79.28231914893617
1100 79.60146808510638
1000 79.81423404255318
1000 80.027
1001 80.45253191489361
0010 80.87806382978724
1001 81.30359574468085
0001 81.72912765957447
0011 82.15465957446808
0010 82.58019148936171
0100 82.68657446808511
1000 82.79295744680851
0100 82.89934042553192
1300 83.00572340425532
0001 83.21848936170213
0100 83.43125531914893
0101 83.85678723404254
0001 84.28231914893617
1001 84.70785106382978
0100 85.1333829787234
1001 85.55891489361701
0001 85.87806382978724
0010 85.98444680851064
0100 86.09082978723404
0110 86.40997872340425
0010 86.62274468085106
0010 86.83551063829788
0011 87.26104255319149
0001 87.68657446808511
1001 88.11210638297872
1000 88.53763829787235
1100 88.96317021276596
0100 89.38870212765958
0100 89.70785106382979
0010 89.8142340425532
0001 90.027
0001 90.2397659574468
1100 90.66529787234042
1000 91.09082978723404
0011 91.51636170212765
0001 91.94189361702128
1001 92.36742553191489
1000 92.68657446808511
0010 92.79295744680851
1000 92.89934042553192
1010 93.21848936170213
0010 93.43125531914893
0010 93.64402127659575
1000 93.85678723404256
0001 94.06955319148936
1000 94.28231914893618
0010 94.49508510638299
1000 94.70785106382979
0001 94.9206170212766
1000 95.1333829787234
0001 95.34614893617021
0100 95.45253191489361
0001 95.55891489361701
0100 95.66529787234042
0010 95.77168085106382
1000 95.87806382978724
0010 95.98444680851064
1000 96.09082978723404
0001 96.19721276595745
0013 96.51636170212765
0130 96.62274468085106
1000 96.83551063829786
0002 97.04827659574468
0003 97.6333829787234
0002 97.68657446808511
0023 97.89934042553192
0230 98.11210638297872
2300 98.32487234042553
3002 98.53763829787233
2003 98.75040425531915
3020 99.60146808510639
0230 100.45253191489361
0300 101.03763829787233
0200 101.09082978723404
0320 101.30359574468085
0230 101.51636170212765
0302 101.72912765957446
2003 101.94189361702126
3200 102.15465957446808
0032 103.85678723404256
0003 104.44189361702128
0002 104.49508510638299
2003 104.70785106382979
3020 104.9206170212766
0230 105.1333829787234
0320 105.34614893617021
2030 105.55891489361703
3200 106.40997872340427
2300 107.26104255319149
3200 107.6865744680851
0302 108.11210638297872
0203 108.53763829787233
0300 108.90997872340425
0200 108.96317021276596
1300 109.60146808510639
0001 109.70785106382979
2000 109.8142340425532
3002 110.45253191489361
0003 110.61210638297872
0002 110.66529787234043
0023 112.36742553191489
0230 114.06955319148936
1300 115.77168085106383
0001 116.19721276595745
0100 116.30359574468086
0010 116.40997872340427
1000 116.51636170212767
0001 116.62274468085107
