TITLE Kurukurukiikii
0010 48.440999999999995
0001 48.516
1000 48.590999999999994
0010 48.666
1000 48.741
0001 48.815999999999995
0010 48.891
0100 48.965999999999994
1000 49.041
0001 49.116
0100 49.190999999999995
0010 49.266
1000 49.340999999999994
0010 49.416
1000 49.49099999999999
0001 49.565999999999995
0010 49.64099999999999
0100 49.715999999999994
0010 49.79099999999999
0001 49.86599999999999
1000 49.940999999999995
0010 50.01599999999999
0100 50.090999999999994
0001 50.16599999999999
0100 50.24099999999999
0001 50.315999999999995
1000 50.39099999999999
0100 50.465999999999994
0010 50.54099999999999
0001 50.61599999999999
1000 50.690999999999995
0001 50.766
0100 50.840999999999994
0010 50.916
1000 50.99099999999999
0010 51.065999999999995
1000 51.141
0001 51.215999999999994
0010 51.291
0100 51.36599999999999
1000 51.440999999999995
0001 51.516
1000 51.590999999999994
0010 51.666
1000 51.74099999999999
0001 51.815999999999995
0010 51.891
0001 51.966
0010 52.041
0100 52.116
1000 52.190999999999995
0001 52.266
0100 52.341
0010 52.416
1000 52.491
0010 52.565999999999995
0100 52.641
0001 52.716
1000 52.791
0010 52.866
0100 52.940999999999995
0001 53.016
1000 53.090999999999994
0001 53.166
0010 53.24099999999999
0100 53.315999999999995
1000 53.39099999999999
0001 53.465999999999994
0100 53.541
0010 53.61599999999999
0100 53.690999999999995
0001 53.76599999999999
1000 53.840999999999994
0100 53.916
0010 53.99099999999999
0001 54.065999999999995
1000 54.14099999999999
0010 54.215999999999994
1000 54.291
0001 54.366
0010 54.440999999999995
0100 54.516
1000 54.590999999999994
0001 54.666
0100 54.741
0001 54.815999999999995
1000 54.891
0100 54.965999999999994
0010 55.041
0001 55.116
1000 55.190999999999995
0100 55.266
0010 55.340999999999994
0001 55.416
1000 55.49099999999999
0010 55.565999999999995
0100 55.64099999999999
0001 55.715999999999994
1000 55.79099999999999
0100 55.86599999999999
0010 55.940999999999995
0001 56.01599999999999
1000 56.090999999999994
0010 56.16599999999999
0100 56.24099999999999
0001 56.315999999999995
0100 56.39099999999999
0001 56.465999999999994
1000 56.54099999999999
0100 56.61599999999999
0010 56.690999999999995
0001 56.766
1000 56.840999999999994
0001 56.916
0100 56.99099999999999
0010 57.065999999999995
1000 57.141
0010 57.215999999999994
1000 57.291
0001 57.36599999999999
0010 57.440999999999995
0100 57.516
0010 57.590999999999994
0001 57.666
1000 57.74099999999999
0001 57.815999999999995
0100 57.89099999999999
0001 57.965999999999994
1000 58.04099999999999
0100 58.11599999999999
0010 58.19099999999999
0001 58.26599999999999
1000 58.340999999999994
0001 58.41599999999999
0100 58.49099999999999
0010 58.56599999999999
0100 58.64099999999999
0001 58.715999999999994
1000 58.79099999999999
0100 58.86599999999999
0010 58.94099999999999
0100 59.01599999999999
1000 59.090999999999994
0001 59.166
1000 59.24099999999999
0010 59.315999999999995
1000 59.39099999999999
0001 59.465999999999994
0010 59.541
0100 59.61599999999999
1000 59.690999999999995
0001 59.76599999999999
1000 59.840999999999994
0010 59.916
0100 59.99099999999999
0001 60.065999999999995
1000 60.14099999999999
0001 60.215999999999994
0010 60.291
0100 60.366
1000 60.440999999999995
0001 60.516
0100 60.590999999999994
0010 60.666
1000 60.741
0010 60.815999999999995
1000 60.891
0001 60.965999999999994
0010 61.041
0100 61.116
1000 61.190999999999995
0001 61.266
1000 61.340999999999994
0010 61.416
0100 61.49099999999999
0001 61.565999999999995
1000 61.64099999999999
0001 61.715999999999994
0010 61.79099999999999
0100 61.86599999999999
1000 61.940999999999995
0001 62.01599999999999
0100 62.090999999999994
0010 62.16599999999999
1000 62.24099999999999
0010 62.315999999999995
1000 62.39099999999999
0001 62.465999999999994
0010 62.54099999999999
0100 62.61599999999999
1000 62.690999999999995
0001 62.766
1000 62.840999999999994
0010 62.916
0100 62.99099999999999
0001 63.065999999999995
1000 63.141
0001 63.215999999999994
0010 63.291
0100 63.36599999999999
1000 63.440999999999995
0001 63.516
0100 63.590999999999994
0010 63.666
1000 63.74099999999999
0001 63.815999999999995
1000 63.89099999999999
0100 63.965999999999994
0010 64.116
0001 64.19099999999999
1000 64.341
0001 64.49099999999999
0100 64.56599999999999
0010 64.716
0100 64.791
0001 64.94099999999999
1001 65.091
0001 72.591
0010 72.666
0100 72.741
1000 72.816
0001 72.89099999999999
0100 72.966
0010 73.041
1000 73.116
0001 73.191
0010 73.26599999999999
0100 73.341
0010 73.416
0001 73.491
1000 73.566
0100 73.641
0010 73.716
0001 73.791
1000 73.866
0001 73.941
0100 74.016
0010 74.091
1000 74.166
0001 74.241
0010 74.316
0100 74.391
1000 74.466
0001 74.541
1000 74.616
0001 74.69099999999999
0100 74.841
0010 74.99099999999999
1000 75.14099999999999
0100 75.29099999999998
0010 75.44099999999999
0001 75.591
1000 75.74099999999999
0001 75.89099999999999
0100 76.041
0010 76.19099999999999
1000 76.341
0001 76.49099999999999
0010 76.64099999999999
0100 76.791
0010 76.94099999999999
0001 77.091
0100 77.241
0010 77.39099999999999
1000 77.541
0001 77.69099999999999
0010 77.841
0100 77.991
1000 78.14099999999999
0100 78.291
1000 78.441
0001 78.591
0100 78.741
0010 78.89099999999999
1000 79.041
0100 79.191
0010 79.341
0001 79.491
1000 79.641
0010 79.791
0100 79.941
0010 80.091
1000 80.241
0100 80.391
0010 80.541
0001 80.69099999999999
0010 80.841
0001 80.99099999999999
1000 81.14099999999999
0010 81.29099999999998
0100 81.44099999999999
0001 81.591
1000 81.74099999999999
0001 81.89099999999999
0010 82.041
0100 82.19099999999999
1000 82.341
0100 82.49099999999999
1000 82.64099999999999
0001 82.791
0100 82.94099999999999
0010 83.091
0100 83.241
0001 83.39099999999999
1000 83.541
0100 83.69099999999999
0010 83.841
0001 83.991
0100 84.14099999999999
0010 84.291
1000 84.441
0010 84.591
0100 84.741
0001 84.89099999999999
0010 85.041
0100 85.191
1000 85.341
0100 85.491
0010 85.641
0001 85.791
1000 85.941
0010 86.091
0100 86.241
0001 86.391
1000 86.541
0100 86.69099999999999
0010 86.841
0100 86.99099999999999
1000 87.14099999999999
0001 87.29099999999998
1000 87.44099999999999
0010 87.591
0100 87.74099999999999
0001 87.89099999999999
1000 88.041
0100 88.19099999999999
0010 88.341
0001 88.49099999999999
0010 88.64099999999999
0001 88.791
0100 88.94099999999999
0010 89.091
0100 89.241
0001 89.39099999999999
1000 89.541
0001 89.69099999999999
0010 89.841
0100 89.991
1000 90.14099999999999
0100 90.291
1000 90.441
0001 90.591
0100 90.741
0010 90.89099999999999
1000 91.041
0010 91.191
0100 91.341
0001 91.491
1000 91.641
0100 91.791
0010 91.941
0001 92.091
0010 92.241
0001 92.391
1000 92.541
0010 92.69099999999999
1000 92.841
0010 92.99099999999999
0100 93.14099999999999
0001 93.29099999999998
1000 93.44099999999999
0100 93.591
0010 93.74099999999999
0001 93.89099999999999
1000 94.041
0010 94.19099999999999
0100 94.341
0001 94.49099999999999
0010 94.64099999999999
0100 94.791
1000 94.94099999999999
0100 95.091
0010 95.241
0001 95.39099999999999
1000 95.541
0001 95.69099999999999
0100 95.841
0010 95.991
1000 96.14099999999999
0001 96.291
1000 96.441
0100 96.591
0010 96.741
0001 96.89099999999999
0010 97.041
0001 97.191
1000 97.341
0010 97.491
0100 97.641
0001 97.791
1000 97.941
0100 98.091
0010 98.241
0001 98.391
1000 98.541
0001 98.69099999999999
0010 98.841
0100 98.99099999999999
1000 99.14099999999999
0010 99.29099999999998
0100 99.44099999999999
0001 99.591
0100 99.74099999999999
0001 99.89099999999999
1000 100.041
0100 100.19099999999999
1000 100.341
0001 100.49099999999999
0100 100.64099999999999
0010 100.791
1000 100.94099999999999
0100 101.091
1000 101.241
0001 101.39099999999999
0010 101.541
0100 101.69099999999999
0010 101.841
0001 101.991
1000 102.14099999999999
0010 102.291
0100 102.441
0001 102.591
1000 102.741
0100 102.89099999999999
0010 103.041
0100 103.191
0010 103.341
0001 103.491
1000 103.641
0001 103.791
0100 103.941
0010 104.091
1000 104.241
0001 104.391
0010 104.541
0100 104.69099999999999
1000 104.841
0100 104.99099999999999
1000 105.14099999999999
0001 105.29099999999998
0100 105.44099999999999
0010 105.591
1000 105.74099999999999
0100 105.89099999999999
0010 106.041
0001 106.19099999999999
1000 106.341
0001 106.49099999999999
0100 106.64099999999999
0010 106.791
1000 106.94099999999999
0100 107.091
0010 107.241
0100 107.39099999999999
1000 107.541
0001 107.69099999999999
0100 107.841
0001 107.991
0100 108.14099999999999
0010 108.291
1000 108.441
0001 108.591
0010 108.741
0001 108.89099999999999
1000 109.041
0010 109.191
0100 109.341
0001 109.491
0010 109.641
0001 109.791
1000 109.941
0100 110.091
0010 110.241
0001 110.391
1000 110.466
0010 110.541
0100 110.616
0010 110.69099999999999
0110 111.14099999999999
1001 111.591
0001 111.89099999999999
1000 111.966
0100 112.041
0010 112.11599999999999
0001 112.19099999999999
1000 112.26599999999999
0010 112.341
0100 112.416
0001 112.49099999999999
1000 112.56599999999999
0010 112.64099999999999
0100 112.716
0010 112.791
1000 112.86599999999999
0001 112.94099999999999
0010 113.01599999999999
0001 113.091
1000 113.166
0010 113.241
0100 113.31599999999999
0001 113.39099999999999
1000 113.466
0001 113.541
0010 113.616
0100 113.69099999999999
1000 113.76599999999999
0001 113.841
1000 113.916
0010 113.991
0100 114.06599999999999
0001 114.14099999999999
1000 114.216
0001 114.291
0010 114.366
0001 114.441
1000 114.51599999999999
0010 114.591
0100 114.666
0001 114.741
1000 114.816
0001 114.89099999999999
0010 114.966
0100 115.041
1000 115.116
0100 115.191
0010 115.26599999999999
0001 115.341
1000 115.416
0010 115.49099999999999
0100 115.56599999999999
0010 115.64099999999999
1000 115.71599999999998
0001 115.79099999999998
0010 115.86599999999999
0001 115.94099999999999
1000 116.01599999999999
0010 116.09099999999998
0100 116.16599999999998
0001 116.24099999999999
1000 116.31599999999999
0100 116.39099999999999
0010 116.46599999999998
0001 116.54099999999998
0010 116.61599999999999
0001 116.69099999999999
1000 116.76599999999999
0010 116.841
0100 116.91599999999998
0010 116.99099999999999
1000 117.06599999999999
0001 117.14099999999999
0010 117.216
0100 117.29099999999998
1000 117.36599999999999
0100 117.44099999999999
1000 117.51599999999999
0001 117.591
0100 117.66599999999998
0010 117.74099999999999
1000 117.81599999999999
0001 117.89099999999999
1000 117.966
0100 118.041
0010 118.11599999999999
0001 118.19099999999999
0010 118.26599999999999
0001 118.341
1000 118.416
0010 118.49099999999999
0100 118.56599999999999
0001 118.64099999999999
1000 118.716
0001 118.791
0010 118.86599999999999
0001 118.94099999999999
1000 119.01599999999999
0010 119.091
1000 119.166
0010 119.241
0100 119.31599999999999
0001 119.39099999999999
1000 119.466
0100 119.541
0010 119.616
0001 119.69099999999999
0010 119.76599999999999
0100 119.841
1000 119.916
0001 119.991
0010 120.06599999999999
0100 120.14099999999999
1000 120.216
0001 120.291
1000 120.366
0010 120.441
0100 120.51599999999999
0001 120.591
1000 120.666
0100 120.741
0010 120.816
0100 120.89099999999999
1000 120.966
0001 121.041
0100 121.116
0010 121.191
1000 121.26599999999999
0001 121.341
0010 121.416
0001 121.49099999999999
1000 121.56599999999999
0010 121.64099999999999
0100 121.71599999999998
0001 121.79099999999998
1000 121.86599999999999
0100 121.94099999999999
1000 122.01599999999999
0001 122.09099999999998
0100 122.16599999999998
0010 122.24099999999999
1000 122.31599999999999
0001 122.39099999999999
0100 122.46599999999998
0010 122.54099999999998
1000 122.61599999999999
0001 122.69099999999999
0010 122.76599999999999
0100 122.841
1000 122.91599999999998
0001 122.99099999999999
0100 123.06599999999999
0010 123.14099999999999
1000 123.216
0001 123.29099999999998
0010 123.36599999999999
0100 123.44099999999999
1000 123.51599999999999
0100 123.591
1000 123.66599999999998
0001 123.74099999999999
0100 123.81599999999999
0010 123.89099999999999
1000 123.966
0001 124.041
1000 124.11599999999999
0100 124.19099999999999
0010 124.26599999999999
0001 124.341
0010 124.416
0001 124.49099999999999
1000 124.56599999999999
0010 124.64099999999999
0100 124.716
0010 124.791
1000 124.86599999999999
0001 124.94099999999999
1000 125.01599999999999
0100 125.091
1000 125.166
0001 125.241
0100 125.31599999999999
0010 125.39099999999999
1000 125.466
0001 125.541
1000 125.616
0100 125.69099999999999
0010 125.76599999999999
0100 125.841
1000 125.916
0001 125.991
0100 126.06599999999999
0010 126.14099999999999
0100 126.216
0001 126.291
1000 126.366
0001 126.441
0010 126.51599999999999
0001 126.591
1000 126.666
0010 126.741
0100 126.816
0001 126.89099999999999
1000 126.966
0001 127.041
0010 127.116
0100 127.191
1000 127.26599999999999
0001 127.341
1000 127.416
0010 127.49099999999999
0100 127.56599999999999
0001 127.64099999999999
1000 127.71599999999998
0100 127.79099999999998
0010 127.86599999999999
0001 127.94099999999999
0010 128.016
0001 128.09099999999998
1000 128.166
0010 128.24099999999999
0100 128.31599999999997
0001 128.391
1000 128.46599999999998
0001 128.541
0010 128.61599999999999
0100 128.691
1000 128.766
0001 128.841
1000 128.916
0010 128.991
0100 129.066
0001 129.141
1000 129.216
0100 129.291
0010 129.366
0001 129.441
0010 129.516
0001 129.591
1000 129.666
0010 129.741
0100 129.816
0001 129.891
1000 129.96599999999998
0001 130.041
0010 130.11599999999999
0100 130.191
1000 130.266
0001 130.34099999999998
1000 130.416
0010 130.49099999999999
0100 130.566
0001 130.641
1000 130.71599999999998
0100 130.791
0010 130.86599999999999
0001 130.941
1000 131.016
0001 131.09099999999998
0010 131.16599999999997
0001 131.24099999999999
1000 131.31599999999997
0010 131.391
0100 131.46599999999998
0001 131.54099999999997
1000 131.61599999999999
0100 131.69099999999997
0010 131.766
0001 131.84099999999998
0010 131.91599999999997
0100 131.99099999999999
1000 132.06599999999997
0001 132.141
1000 132.21599999999998
0002 132.291
0003 134.09099999999998
