TITLE Artemis
1000 33.96170588235295
0001 34.0499411764706
0100 34.13817647058824
0010 34.226411764705894
1000 34.31464705882354
0001 34.402882352941184
0010 34.49111764705883
0100 34.579352941176474
1000 34.75582352941177
1100 34.93229411764706
0100 35.10876470588236
0010 35.28523529411765
0001 35.3734705882353
1000 35.461705882352945
1001 35.63817647058824
0001 35.81464705882353
0100 35.99111764705883
0010 36.167588235294126
1010 36.344058823529416
1000 36.52052941176471
0001 36.697
0010 36.785235294117655
0100 36.8734705882353
0010 37.0499411764706
0001 37.13817647058824
1000 37.22641176470589
0010 37.31464705882353
0100 37.402882352941184
0001 37.57935294117648
1001 37.75582352941177
1000 37.93229411764707
0010 38.10876470588236
0100 38.19700000000001
0001 38.285235294117655
1001 38.46170588235295
1000 38.63817647058824
0100 38.81464705882353
0010 38.99111764705883
0011 39.16758823529412
0001 39.344058823529416
1000 39.520529411764706
0010 39.60876470588236
0100 39.697
0010 39.8734705882353
1000 39.961705882352945
0010 40.04994117647059
0100 40.138176470588235
0001 40.22641176470589
1000 40.402882352941184
1100 40.579352941176474
0100 40.75582352941177
0010 40.93229411764706
0001 41.02052941176471
1000 41.10876470588236
1001 41.285235294117655
0001 41.461705882352945
0100 41.63817647058824
0010 41.81464705882354
1010 41.99111764705883
1000 42.167588235294126
0001 42.344058823529416
0010 42.43229411764707
0100 42.52052941176471
0010 42.69700000000001
0001 42.785235294117655
1000 42.8734705882353
0010 42.961705882352945
0100 43.0499411764706
0101 43.402882352941184
1001 43.75582352941177
1010 44.108764705882365
0010 44.461705882352945
1000 44.63817647058824
0100 44.81464705882353
0010 44.99111764705883
0001 45.16758823529412
0100 45.25582352941177
0010 45.344058823529416
1000 45.43229411764706
0001 45.52052941176471
1000 45.8734705882353
0001 46.0499411764706
1001 46.22641176470589
1000 46.402882352941184
0010 46.579352941176474
0100 46.75582352941177
0101 46.93229411764707
0001 47.10876470588236
1000 47.285235294117655
0100 47.46170588235295
0110 47.63817647058824
0010 47.81464705882354
0001 47.99111764705883
0100 48.167588235294126
0101 48.34405882352942
0001 48.52052941176471
0010 48.697
0100 48.8734705882353
1100 49.04994117647059
1000 49.22641176470589
0001 49.40288235294118
0100 49.579352941176474
0110 49.75582352941177
0010 49.93229411764706
1000 50.10876470588236
0001 50.285235294117655
0011 50.461705882352945
0010 50.63817647058824
0100 50.81464705882353
1000 50.902882352941184
0001 50.99111764705883
1001 51.167588235294126
1000 51.344058823529416
0010 51.52052941176471
0100 51.69700000000001
0101 51.8734705882353
0001 52.0499411764706
0010 52.22641176470589
0100 52.402882352941184
1100 52.57935294117648
1000 52.75582352941177
0001 52.93229411764707
1000 53.108764705882365
1010 53.285235294117655
0010 53.46170588235295
0100 53.63817647058824
0001 53.81464705882354
1001 53.991117647058836
1000 54.167588235294126
1001 54.344058823529416
0101 54.697
1010 55.04994117647059
1001 55.402882352941184
0001 55.75582352941177
0100 55.93229411764707
0010 56.10876470588236
1000 56.285235294117655
0001 56.461705882352945
0010 56.5499411764706
0100 56.63817647058824
1000 56.72641176470589
0001 56.81464705882354
1000 57.167588235294126
1000 57.43229411764707
1000 57.69700000000001
1010 57.8734705882353
0010 58.226411764705894
0100 58.579352941176474
0001 58.93229411764706
1001 59.28523529411765
1000 59.63817647058824
0010 59.99111764705883
0010 60.25582352941177
0010 60.52052941176471
0110 60.697
0100 61.0499411764706
0001 61.402882352941184
0010 61.75582352941177
0011 62.10876470588236
0001 62.46170588235295
0100 62.81464705882354
0100 63.07935294117648
0100 63.34405882352942
0101 63.52052941176471
0001 63.87347058823531
1000 64.22641176470589
0100 64.57935294117647
0110 64.93229411764706
0010 65.28523529411765
0001 65.63817647058825
0001 65.90288235294119
0001 66.16758823529413
1001 66.34405882352942
1000 66.69700000000002
0010 67.0499411764706
0100 67.40288235294119
0110 67.75582352941177
0010 68.10876470588236
1000 68.28523529411765
0010 68.3734705882353
0100 68.46170588235294
0100 68.72641176470589
0100 68.99111764705883
0101 69.16758823529412
0001 69.52052941176471
1000 69.8734705882353
0100 70.2264117647059
0110 70.57935294117648
0010 70.93229411764707
0001 71.28523529411765
1000 71.46170588235294
0010 71.63817647058825
0100 71.81464705882354
0010 71.99111764705883
1000 72.16758823529412
0001 72.34405882352942
0010 72.52052941176471
0100 72.697
1000 72.87347058823529
0100 73.0499411764706
0010 73.22641176470589
0001 73.40288235294118
1000 73.57935294117647
0010 73.75582352941177
0100 73.93229411764706
0001 74.10876470588236
1000 74.19700000000002
0001 74.28523529411765
1000 74.3734705882353
0100 74.46170588235296
0010 74.5499411764706
0100 74.63817647058825
0010 74.7264117647059
0001 74.81464705882354
1000 74.90288235294119
0001 74.99111764705883
1000 75.07935294117648
0010 75.16758823529413
1000 75.25582352941177
0010 75.34405882352942
1000 75.43229411764707
0001 75.52052941176471
0010 75.60876470588236
0100 75.697
1000 75.78523529411765
0100 75.8734705882353
0010 75.96170588235294
0001 76.0499411764706
1000 76.13817647058825
0010 76.22641176470589
0100 76.31464705882354
0001 76.40288235294118
0100 76.49111764705883
0010 76.57935294117648
1000 76.66758823529412
0001 76.75582352941177
0010 76.84405882352942
0100 76.93229411764706
1000 77.02052941176471
0001 77.10876470588235
0100 77.197
0010 77.28523529411765
1000 77.37347058823529
0001 77.46170588235294
0100 77.5499411764706
0001 77.63817647058823
1000 77.72641176470589
0100 77.81464705882352
0010 77.90288235294118
0100 77.99111764705883
1000 78.07935294117647
0001 78.16758823529412
0010 78.25582352941177
0100 78.34405882352942
0010 78.43229411764707
0001 78.52052941176471
1000 78.60876470588236
0010 78.69700000000002
1000 78.78523529411765
0001 78.8734705882353
0100 78.96170588235296
0010 79.0499411764706
1000 79.13817647058825
0001 79.22641176470589
0010 79.31464705882354
0100 79.40288235294119
1000 79.49111764705883
0100 79.57935294117648
0010 79.66758823529413
0001 79.75582352941177
1000 79.93229411764706
1001 80.10876470588236
0001 80.28523529411765
0100 80.46170588235294
0010 80.5499411764706
1000 80.63817647058823
1010 80.81464705882354
0010 80.99111764705883
0100 81.16758823529412
0001 81.34405882352941
0011 81.52052941176471
0010 81.697
0100 81.87347058823529
1000 81.96170588235294
0001 82.04994117647058
0100 82.22641176470589
0010 82.31464705882352
1000 82.40288235294118
0010 82.49111764705883
0100 82.57935294117648
0001 82.75582352941177
1001 82.93229411764707
1000 83.10876470588236
0100 83.28523529411765
0010 83.3734705882353
0001 83.46170588235294
0011 83.63817647058825
0010 83.81464705882354
0001 83.99111764705883
1000 84.16758823529412
1010 84.34405882352942
0010 84.52052941176471
0100 84.697
0001 84.78523529411765
0100 84.87347058823529
0010 85.0499411764706
1000 85.13817647058823
0001 85.22641176470589
0010 85.31464705882354
0100 85.40288235294119
0010 85.57935294117648
0011 85.75582352941178
0001 85.93229411764707
1000 86.10876470588236
0010 86.19700000000002
0100 86.28523529411765
0101 86.46170588235296
0001 86.63817647058825
0010 86.81464705882354
0100 86.99111764705883
1100 87.16758823529413
1000 87.34405882352942
0001 87.52052941176471
0100 87.60876470588236
0010 87.697
1000 87.8734705882353
0001 87.96170588235294
0010 88.0499411764706
0100 88.13817647058825
1000 88.22641176470589
0001 88.40288235294118
0101 88.57935294117648
0100 88.75582352941177
0010 88.93229411764706
1000 89.02052941176471
0001 89.10876470588235
0011 89.28523529411765
0010 89.46170588235294
0100 89.63817647058825
1000 89.81464705882354
1001 89.99111764705884
0001 90.16758823529413
0100 90.34405882352942
0010 90.43229411764707
1000 90.52052941176471
0010 90.60876470588236
1000 90.69700000000002
0001 90.78523529411765
0010 90.8734705882353
0100 90.96170588235296
1000 91.0499411764706
0001 91.22641176470589
0101 91.40288235294119
0100 91.57935294117648
0010 91.75582352941177
1000 91.84405882352942
0001 91.93229411764706
0011 92.10876470588236
0010 92.28523529411765
0100 92.46170588235294
1000 92.63817647058823
1001 92.81464705882354
0001 92.99111764705883
1000 93.16758823529412
0010 93.25582352941177
0100 93.34405882352941
0010 93.52052941176471
1000 93.60876470588235
0001 93.697
0010 93.78523529411765
0100 93.8734705882353
0010 94.0499411764706
0011 94.2264117647059
0001 94.40288235294119
1000 94.57935294117648
0010 94.66758823529413
1000 94.75582352941177
1100 94.93229411764707
0100 95.10876470588236
0010 95.28523529411765
0001 95.46170588235294
1001 95.63817647058825
1000 95.81464705882354
0010 95.99111764705883
0100 96.07935294117648
0001 96.16758823529412
1000 96.34405882352942
0010 96.43229411764706
1000 96.52052941176471
0001 96.60876470588236
0010 96.697
0100 96.87347058823529
1100 97.0499411764706
1000 97.22641176470589
0001 97.40288235294118
0100 97.49111764705883
0010 97.57935294117647
0110 97.75582352941177
0100 97.93229411764706
0001 98.10876470588236
1000 98.28523529411765
1100 98.46170588235296
0100 98.63817647058825
0010 98.81464705882354
0001 98.90288235294119
1000 98.99111764705883
0001 99.16758823529413
0100 99.25582352941177
0010 99.34405882352942
1000 99.43229411764707
0001 99.52052941176471
0011 99.8734705882353
0110 100.22641176470589
1100 100.57935294117648
1001 100.93229411764707
1000 101.10876470588236
0010 101.28523529411767
0100 101.46170588235296
0001 101.63817647058825
0013 101.7264117647059
0130 101.81464705882354
1000 101.90288235294119
0001 101.99111764705884
1000 102.34405882352942
0001 102.52052941176471
0101 102.69700000000002
0100 102.8734705882353
0010 103.0499411764706
1000 103.22641176470589
1100 103.40288235294119
0100 103.57935294117648
1000 103.75582352941177
0100 103.93229411764706
0110 104.10876470588236
0010 104.28523529411765
0001 104.46170588235294
1000 104.63817647058823
1001 104.81464705882354
0001 104.99111764705883
0100 105.16758823529413
0010 105.34405882352942
1010 105.52052941176473
1000 105.69700000000002
0100 105.8734705882353
0010 106.0499411764706
0011 106.2264117647059
0001 106.40288235294119
1000 106.57935294117648
0010 106.75582352941177
0110 106.93229411764707
0100 107.10876470588236
0001 107.28523529411765
1000 107.46170588235294
1001 107.63817647058825
0001 107.81464705882354
1000 107.99111764705883
0010 108.16758823529412
0100 108.34405882352942
0010 108.52052941176471
1000 108.87347058823529
0001 109.22641176470589
0010 109.57935294117648
0100 109.93229411764707
1000 110.28523529411765
0001 110.81464705882354
1000 110.99111764705883
0010 111.16758823529413
0100 111.34405882352942
0010 111.697
1000 112.0499411764706
0100 112.40288235294118
0010 112.75582352941177
0001 113.10876470588235
