TITLE Color
0010 96.311
1000 96.436
0001 96.561
0010 96.686
0100 96.811
1000 96.936
0100 97.061
1000 97.186
0001 97.311
0010 97.436
0001 97.561
1000 97.686
0100 97.811
0010 97.936
0001 98.061
1000 98.186
0001 98.311
1000 98.436
0010 98.686
0100 98.936
0001 99.061
1000 99.186
0100 99.436
0010 99.561
0100 99.686
1000 99.936
0001 100.186
1000 100.436
0010 100.561
1000 100.686
0010 100.811
0100 100.936
0001 101.061
1000 101.186
0001 101.311
0100 101.436
0010 101.561
1000 101.686
0001 101.811
0100 101.936
0010 102.061
1000 102.186
0010 102.311
1000 102.436
0001 102.561
0010 102.686
0100 102.811
1000 102.936
0010 103.061
0100 103.186
0001 103.311
1000 103.436
0010 103.561
0100 103.686
0001 103.811
0010 103.936
0100 104.061
1000 104.186
0001 104.311
1000 104.436
