TITLE Popipo
0100 77.82000000000001
0010 77.92
1000 78.02000000000001
0010 78.22000000000001
1000 78.42
0100 78.64857142857143
0010 78.87714285714286
1000 78.99142857142857
0100 79.22
0010 79.56285714285714
0001 79.67714285714285
1000 79.79142857142857
0010 79.90571428571428
0100 80.02
0010 80.23333333333333
1000 80.33999999999999
0001 80.55333333333333
0100 80.66
0020 80.87333333333333
1030 81.08666666666666
1010 81.3
0100 81.62
0001 81.82000000000001
1000 81.92
0100 82.12
0010 82.22
0002 82.42
0013 82.62
0011 82.82000000000001
1000 83.22
0100 83.32
1000 83.42
0001 83.52
0010 83.62
0001 83.82
0100 84.02
0010 84.22
1000 84.42
0001 84.62
0010 84.82000000000001
0001 85.04857142857144
0100 85.16285714285715
0010 85.27714285714286
1000 85.39142857142858
0010 85.73428571428572
0001 85.96285714285715
1000 86.07714285714286
0100 86.19142857142857
0010 86.30571428571429
0100 86.42
0001 86.62
0100 86.72
0100 86.92
0001 87.02
0100 87.22
1000 87.32000000000001
0010 87.42
1000 87.52
0100 87.62
1000 87.82000000000001
0001 87.92
0100 88.02
0001 88.22
0010 88.32
0010 88.52
0100 88.61999999999999
1000 88.82
0100 88.92
1000 89.02
0010 89.11999999999999
0100 89.22
0001 89.32
1000 89.42
0110 89.62
0010 89.82000000000001
0101 90.02000000000001
0100 90.22
0010 90.42
1000 90.52000000000001
0001 90.62
0100 90.72
0010 90.82000000000001
1000 91.02000000000001
0100 91.22
1000 91.43333333333334
0100 91.53999999999999
1000 91.75333333333333
0010 91.86
1000 92.07333333333334
1000 92.28666666666666
0100 92.5
0010 92.60666666666667
1000 92.71333333333334
0001 92.82000000000001
0100 93.02000000000001
1000 93.12
1000 93.32000000000001
0100 93.42
0010 93.62
1010 93.82000000000001
0110 94.02000000000001
0100 94.22000000000001
0010 94.42
1000 94.62
0010 94.72
0100 94.92
0001 95.02
0110 95.22
1001 95.42
0110 95.62
1000 96.02
0100 96.22
1000 96.42
0010 96.61999999999999
0100 96.82
0010 96.92
0010 97.11999999999999
0100 97.22
0001 97.42
0010 97.62
0001 97.82000000000001
0010 97.92
0100 98.02000000000001
0010 98.22
0001 98.42
1000 98.62
0100 98.72
0010 98.82000000000001
0001 99.02000000000001
1000 99.22
0010 99.32
0100 99.42
0001 99.52
0100 99.62
0010 99.82
0100 100.02
0001 100.12
0010 100.22
1001 100.42
